gene_name	Names	class	Type	final_score.ima	final_score.res	Difference.SENS.Ima_SENS.CTRL	Difference.RES.CTRL_SENS.CTRL	C..method.res	C..GOBP.slim.name_	C..KEGG.name_	T..UNIPROT.ima	T..mf	T..method.ima	T..UNIPROT.res	N..Size	N..P.value	N..Benj..Hoch..FDR	combined_score.ima	combined_score.res
MAP2K1	Chronic myeloid leukemia	all_down	KEGG name	-1.242038932	-9.53935	-0.279268	-0.0911499	VIPER	aging;anatomical structure development;biological regulation;cell differentiation;cell motility;cell proliferation;cellular component assembly;cellular component movement;cellular component organization;cellular localization;cellular metabolic process;cellular process;cytoskeleton-dependent intracellular transport;developmental process;establishment of localization;Golgi organization;immune system process;localization;locomotion;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;nuclear division;organelle fission;organelle inheritance;organelle localization;organelle organization;phosphorus metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction;transport	Acute myeloid leukemia;B cell receptor signaling pathway;Bladder cancer;Chemokine signaling pathway;Chronic myeloid leukemia;Colorectal cancer;Dorso-ventral axis formation;Endometrial cancer;ErbB signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Glioma;GnRH signaling pathway;Insulin signaling pathway;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - fly;Melanogenesis;Melanoma;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;Non-small cell lung cancer;Oocyte meiosis;Osteoclast differentiation;Pancreatic cancer;Pathways in cancer;Plant-pathogen interaction;Prion diseases;Progesterone-mediated oocyte maturation;Prostate cancer;Regulation of actin cytoskeleton;Renal cell carcinoma;T cell receptor signaling pathway;Thyroid cancer;Toll-like receptor signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway	Q02750	kin	VIPER	Q02750	169	8.52683e-6	3.76886e-4	0.34686172846177604	0.8695107985650001
MAP2K1	MAPK signaling pathway - fly	all_down	KEGG name	-1.242038932	-9.53935	-0.54999	-0.00813724	VIPER	aging;anatomical structure development;biological regulation;cell differentiation;cell motility;cell proliferation;cellular component assembly;cellular component movement;cellular component organization;cellular localization;cellular metabolic process;cellular process;cytoskeleton-dependent intracellular transport;developmental process;establishment of localization;Golgi organization;immune system process;localization;locomotion;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;nuclear division;organelle fission;organelle inheritance;organelle localization;organelle organization;phosphorus metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction;transport	Acute myeloid leukemia;B cell receptor signaling pathway;Bladder cancer;Chemokine signaling pathway;Chronic myeloid leukemia;Colorectal cancer;Dorso-ventral axis formation;Endometrial cancer;ErbB signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Glioma;GnRH signaling pathway;Insulin signaling pathway;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - fly;Melanogenesis;Melanoma;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;Non-small cell lung cancer;Oocyte meiosis;Osteoclast differentiation;Pancreatic cancer;Pathways in cancer;Plant-pathogen interaction;Prion diseases;Progesterone-mediated oocyte maturation;Prostate cancer;Regulation of actin cytoskeleton;Renal cell carcinoma;T cell receptor signaling pathway;Thyroid cancer;Toll-like receptor signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway	Q02750	kin	VIPER	Q02750	25	5.64779e-4	0.00960125	0.68310899221068	0.07762398039400001
NOL9	rRNA processing	all_down	GOBP slim name	-0.237127	-4.53837	-0.188452	-0.151525	proteoscore	cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;RNA metabolic process;RNA processing;rRNA processing	NA	Q5SY16	kin	proteoscore	Q5SY16	228	5.70214e-5	8.34313e-4	0.044687057404	0.6876765142499999
PAK4	growth	early	GOBP slim name	2.61731	-2.42274	0.0212473	-0.150647	proteoscore	biological regulation;cell cycle;cell death;cell growth;cell motility;cell proliferation;cellular component movement;cellular component organization;cellular process;cytoskeleton organization;death;growth;locomotion;organelle organization;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein modification process;response to stimulus;response to stress;signal transduction	Axon guidance;ErbB signaling pathway;Focal adhesion;Regulation of actin cytoskeleton;Renal cell carcinoma;T cell receptor signaling pathway	O96013	kin	PhosphoScore	O96013	366	1.82543e-4	0.00181239	0.05561077076299999	0.36497851278000004
PIK3C3	cellular lipid metabolic process	all_up	GOBP slim name	0.260886	0.70362	0.135487	0.0790207	proteoscore	autophagy;biological regulation;biosynthetic process;catabolic process;cell communication;cellular component assembly;cellular component organization;cellular lipid metabolic process;cellular membrane organization;cellular metabolic process;cellular process;cytokinesis;endocytosis;endosome organization;endosome transport;establishment of localization;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;organelle assembly;organelle organization;peroxisome organization;phosphorus metabolic process;primary metabolic process;protein maturation;protein metabolic process;protein modification process;protein phosphorylation;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to starvation;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transport;vacuole organization;vesicle-mediated transport	Inositol phosphate metabolism;ko05152;Phagosome;Phosphatidylinositol signaling system;Regulation of autophagy	Q8NEB9	kin	proteoscore	Q8NEB9	323	0.00165	0.00865472	0.035346661482	0.055600544934000004
PIK3C3	lipid metabolic process	all_up	GOBP slim name	0.260886	0.70362	0.130998	0.0708988	proteoscore	autophagy;biological regulation;biosynthetic process;catabolic process;cell communication;cellular component assembly;cellular component organization;cellular lipid metabolic process;cellular membrane organization;cellular metabolic process;cellular process;cytokinesis;endocytosis;endosome organization;endosome transport;establishment of localization;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;organelle assembly;organelle organization;peroxisome organization;phosphorus metabolic process;primary metabolic process;protein maturation;protein metabolic process;protein modification process;protein phosphorylation;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to starvation;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transport;vacuole organization;vesicle-mediated transport	Inositol phosphate metabolism;ko05152;Phagosome;Phosphatidylinositol signaling system;Regulation of autophagy	Q8NEB9	kin	proteoscore	Q8NEB9	371	0.00130889	0.00699754	0.034175544228	0.049885813656
PIK3C3	vacuole organization	all_up	GOBP slim name	0.260886	0.70362	0.251158	0.151034	proteoscore	autophagy;biological regulation;biosynthetic process;catabolic process;cell communication;cellular component assembly;cellular component organization;cellular lipid metabolic process;cellular membrane organization;cellular metabolic process;cellular process;cytokinesis;endocytosis;endosome organization;endosome transport;establishment of localization;immune system process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;organelle assembly;organelle organization;peroxisome organization;phosphorus metabolic process;primary metabolic process;protein maturation;protein metabolic process;protein modification process;protein phosphorylation;regulation of transport;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to starvation;response to stimulus;response to stress;signal transduction;small molecule metabolic process;transport;vacuole organization;vesicle-mediated transport	Inositol phosphate metabolism;ko05152;Phagosome;Phosphatidylinositol signaling system;Regulation of autophagy	Q8NEB9	kin	proteoscore	Q8NEB9	56	0.0138589	0.040133	0.065523605988	0.10627054308
PIM2	meiosis	all_down	GOBP slim name	-0.92569712	-0.0789881	-0.271251	-0.311403	VIPER	biological regulation;cell proliferation;cellular component organization;cellular metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;meiosis;metabolic process;mitochondrion organization;multi-organism process;organelle organization;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein stability;response to biotic stimulus;response to stimulus	Acute myeloid leukemia	Q9P1W9	kin	VIPER	Q9P1W9	77	6.27211e-5	8.30308e-4	0.25109626949712005	0.0245971313043
PIM2	regulation of mitotic cell cycle	all_down	GOBP slim name	-0.92569712	-0.0789881	-0.110904	-0.0479277	VIPER	biological regulation;cell proliferation;cellular component organization;cellular metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;meiosis;metabolic process;mitochondrion organization;multi-organism process;organelle organization;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein stability;response to biotic stimulus;response to stimulus	Acute myeloid leukemia	Q9P1W9	kin	VIPER	Q9P1W9	600	8.21438e-4	0.00518999	0.10266351339648001	0.00378571796037
PIM2	Acute myeloid leukemia	all_down	KEGG name	-0.92569712	-0.0789881	-0.276102	-0.00914898	VIPER	biological regulation;cell proliferation;cellular component organization;cellular metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;meiosis;metabolic process;mitochondrion organization;multi-organism process;organelle organization;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of cell cycle;regulation of mitotic cell cycle;regulation of protein stability;response to biotic stimulus;response to stimulus	Acute myeloid leukemia	Q9P1W9	kin	VIPER	Q9P1W9	111	2.88564e-4	0.00579751	0.25558682622624	7.22660547138e-4
PRKCB	cellular homeostasis	early	GOBP slim name	2.474909379	-2.27889	0.166833	-0.0335764	VIPER+PhosphoScore	biological regulation;biosynthetic process;cell activation;cell communication;cell cycle;cell death;cell-cell signaling;cellular component disassembly;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;coagulation;death;establishment of localization;histone modification;homeostatic process;immune system process;ion transport;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;mitotic cell cycle;multicellular organismal process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;protein transport;regulation of body fluid levels;regulation of transport;response to chemical stimulus;response to stimulus;response to stress;RNA metabolic process;signal transduction;signaling;transport	African trypanosomiasis;Aldosterone-regulated sodium reabsorption;Amoebiasis;Calcium signaling pathway;Endocrine and other factor-regulated calcium reabsorption;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Gastric acid secretion;Glioma;Leukocyte transendothelial migration;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - yeast;Melanogenesis;Natural killer cell mediated cytotoxicity;Non-small cell lung cancer;Pancreatic secretion;Pathways in cancer;Phosphatidylinositol signaling system;Phototransduction - fly;Salivary secretion;Tight junction;Vascular smooth muscle contraction;VEGF signaling pathway;Vibrio cholerae infection;Wnt signaling pathway	P05771;P05771	kin	VIPER+PhosphoScore	P05771;P05771	315	8.32906e-5	9.64783e-4	0.41289655642670703	0.076516922196
PRKCB	cellular ion homeostasis	early	GOBP slim name	2.474909379	-2.27889	0.185898	-0.077144	VIPER+PhosphoScore	biological regulation;biosynthetic process;cell activation;cell communication;cell cycle;cell death;cell-cell signaling;cellular component disassembly;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;coagulation;death;establishment of localization;histone modification;homeostatic process;immune system process;ion transport;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;mitotic cell cycle;multicellular organismal process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;protein transport;regulation of body fluid levels;regulation of transport;response to chemical stimulus;response to stimulus;response to stress;RNA metabolic process;signal transduction;signaling;transport	African trypanosomiasis;Aldosterone-regulated sodium reabsorption;Amoebiasis;Calcium signaling pathway;Endocrine and other factor-regulated calcium reabsorption;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Gastric acid secretion;Glioma;Leukocyte transendothelial migration;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - yeast;Melanogenesis;Natural killer cell mediated cytotoxicity;Non-small cell lung cancer;Pancreatic secretion;Pathways in cancer;Phosphatidylinositol signaling system;Phototransduction - fly;Salivary secretion;Tight junction;Vascular smooth muscle contraction;VEGF signaling pathway;Vibrio cholerae infection;Wnt signaling pathway	P05771;P05771	kin	VIPER+PhosphoScore	P05771;P05771	220	5.60422e-5	8.6554e-4	0.46008070373734206	0.17580269016000002
PRKCB	Tight junction	early	KEGG name	2.474909379	-2.27889	0.0977706	-0.179681	VIPER+PhosphoScore	biological regulation;biosynthetic process;cell activation;cell communication;cell cycle;cell death;cell-cell signaling;cellular component disassembly;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromatin modification;chromatin organization;chromosome organization;coagulation;death;establishment of localization;histone modification;homeostatic process;immune system process;ion transport;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;mitotic cell cycle;multicellular organismal process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;protein transport;regulation of body fluid levels;regulation of transport;response to chemical stimulus;response to stimulus;response to stress;RNA metabolic process;signal transduction;signaling;transport	African trypanosomiasis;Aldosterone-regulated sodium reabsorption;Amoebiasis;Calcium signaling pathway;Endocrine and other factor-regulated calcium reabsorption;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Gastric acid secretion;Glioma;Leukocyte transendothelial migration;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - yeast;Melanogenesis;Natural killer cell mediated cytotoxicity;Non-small cell lung cancer;Pancreatic secretion;Pathways in cancer;Phosphatidylinositol signaling system;Phototransduction - fly;Salivary secretion;Tight junction;Vascular smooth muscle contraction;VEGF signaling pathway;Vibrio cholerae infection;Wnt signaling pathway	P05771;P05771	kin	VIPER+PhosphoScore	P05771;P05771	197	8.59821e-5	0.00237526	0.2419733749304574	0.40947323409
PTEN	Endometrial cancer	tardive	KEGG name	-10.27272903	0.102685	-0.145964	0.148357	VIPER	aging;anatomical structure development;anatomical structure formation involved in morphogenesis;anatomical structure morphogenesis;behavior;behavioral interaction between organisms;biological regulation;biosynthetic process;carbohydrate metabolic process;catabolic process;cell communication;cell death;cell motility;cell proliferation;cell-cell signaling;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular lipid metabolic process;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cytoskeleton organization;death;developmental maturation;developmental process;growth;homeostatic process;immune system process;lipid metabolic process;locomotion;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;multicellular organismal process;multi-organism process;neurological system process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;phosphorus metabolic process;plasma membrane organization;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of protein stability;regulation of transport;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to stimulus;response to stress;rhythmic process;RNA metabolic process;signal transduction;signaling;small molecule metabolic process;transcription initiation, DNA-dependent	Endometrial cancer;Focal adhesion;Glioma;Inositol phosphate metabolism;Melanoma;p53 signaling pathway;Pathways in cancer;Phosphatidylinositol signaling system;Prostate cancer;Small cell lung cancer;Tight junction	P60484	phos	VIPER	P60484	84	0.00790694	0.0416056	1.4994486201349202	0.015234038544999998
PTK2B	cell activation	all_up	GOBP slim name	0.530994	0.0211516	0.0170277	0.15036	VIPER	anatomical structure formation involved in morphogenesis;biological regulation;cell activation;cell communication;cell death;cell differentiation;cell junction organization;cell maturation;cell motility;cell proliferation;cellular component assembly;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular macromolecular complex assembly;cellular metabolic process;cellular process;cytoskeleton organization;death;developmental maturation;developmental process;homeostatic process;immune system process;locomotion;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;protein modification process;protein phosphorylation;regulation of organelle organization;regulation of protein modification process;regulation of translation;regulation of transport;response to abiotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to osmotic stress;response to oxidative stress;response to stimulus;response to stress;signal transduction	Calcium signaling pathway;Chemokine signaling pathway;GnRH signaling pathway;Leukocyte transendothelial migration;Natural killer cell mediated cytotoxicity	Q14289	kin	proteoscore	Q14289	418	1.75784e-4	0.00180993	0.0090416065338	0.0031803545759999997
PTK2B	developmental maturation	all_up	GOBP slim name	0.530994	0.0211516	0.0637923	0.190072	VIPER	anatomical structure formation involved in morphogenesis;biological regulation;cell activation;cell communication;cell death;cell differentiation;cell junction organization;cell maturation;cell motility;cell proliferation;cellular component assembly;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular macromolecular complex assembly;cellular metabolic process;cellular process;cytoskeleton organization;death;developmental maturation;developmental process;homeostatic process;immune system process;locomotion;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;protein modification process;protein phosphorylation;regulation of organelle organization;regulation of protein modification process;regulation of translation;regulation of transport;response to abiotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to osmotic stress;response to oxidative stress;response to stimulus;response to stress;signal transduction	Calcium signaling pathway;Chemokine signaling pathway;GnRH signaling pathway;Leukocyte transendothelial migration;Natural killer cell mediated cytotoxicity	Q14289	kin	proteoscore	Q14289	106	0.0161947	0.04371	0.033873328546199996	0.004020326915199999
PTK2B	homeostatic process	all_up	GOBP slim name	0.530994	0.0211516	0.136567	0.0510676	VIPER	anatomical structure formation involved in morphogenesis;biological regulation;cell activation;cell communication;cell death;cell differentiation;cell junction organization;cell maturation;cell motility;cell proliferation;cellular component assembly;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular macromolecular complex assembly;cellular metabolic process;cellular process;cytoskeleton organization;death;developmental maturation;developmental process;homeostatic process;immune system process;locomotion;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;protein modification process;protein phosphorylation;regulation of organelle organization;regulation of protein modification process;regulation of translation;regulation of transport;response to abiotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to osmotic stress;response to oxidative stress;response to stimulus;response to stress;signal transduction	Calcium signaling pathway;Chemokine signaling pathway;GnRH signaling pathway;Leukocyte transendothelial migration;Natural killer cell mediated cytotoxicity	Q14289	kin	proteoscore	Q14289	683	1.41422e-5	2.80824e-4	0.072516257598	0.0010801614481599998
PTK7	growth	early	GOBP slim name	0.47435	-0.782732	0.0212473	-0.150647	proteoscore	anatomical structure development;anatomical structure formation involved in morphogenesis;anatomical structure morphogenesis;biological adhesion;biological regulation;cell adhesion;cell communication;cell differentiation;cell motility;cellular component movement;cellular component organization;cellular process;cytoskeleton organization;developmental process;establishment or maintenance of cell polarity;growth;locomotion;organelle organization;response to chemical stimulus;response to external stimulus;response to extracellular stimulus;response to stimulus;response to stress;signal transduction	NA	Q13308	kin	proteoscore	Q13308	366	1.82543e-4	0.00181239	0.010078656755	0.117916227604
PTPMT1	cellular lipid metabolic process	all_up	GOBP slim name	0.620532	1.71577	0.135487	0.0790207	proteoscore	biosynthetic process;carbohydrate metabolic process;catabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;phosphorus metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;small molecule metabolic process	NA	Q8WUK0	phos	proteoscore	Q8WUK0	323	0.00165	0.00865472	0.08407401908399999	0.135581346439
PTPMT1	lipid metabolic process	all_up	GOBP slim name	0.620532	1.71577	0.130998	0.0708988	proteoscore	biosynthetic process;carbohydrate metabolic process;catabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;phosphorus metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;small molecule metabolic process	NA	Q8WUK0	phos	proteoscore	Q8WUK0	371	0.00130889	0.00699754	0.081288450936	0.121646034076
RPS6KA1	cell cycle	all_down	GOBP slim name	-6.369437694	-0.544021	-0.119064	-0.0959194	proteoscore	biological regulation;cell communication;cell cycle;cell proliferation;cell-cell signaling;cellular metabolic process;cellular process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of translation;response to chemical stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction;signaling	Long-term potentiation;MAPK signaling pathway;mTOR signaling pathway;Neurotrophin signaling pathway;Oocyte meiosis;Progesterone-mediated oocyte maturation	Q15418	kin	VIPER	Q15418	1227	9.05768e-9	1.25902e-6	0.758370729598416	0.0521821679074
RPS6KB2	Acute myeloid leukemia	all_down	KEGG name	-3.66569546	-0.00404404	-0.276102	-0.00914898	VIPER	biological regulation;biosynthetic process;cellular metabolic process;cellular process;immune system process;macromolecule metabolic process;macromolecule modification;metabolic process;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of translation;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;signal transduction;translation	Acute myeloid leukemia;ErbB signaling pathway;Fc gamma R-mediated phagocytosis;Insulin signaling pathway;mTOR signaling pathway;TGF-beta signaling pathway	Q9UBS0	kin	VIPER	Q9UBS0	111	2.88564e-4	0.00579751	1.01210584789692	3.6998841079199994e-5
SRC	cell cycle	all_down	GOBP slim name	-1.650371905	-5.07364	-0.119064	-0.0959194	PhosphoScore	anatomical structure development;anatomical structure morphogenesis;biological adhesion;biological regulation;cell activation;cell adhesion;cell cycle;cell junction organization;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;circulatory system process;coagulation;cytoskeleton organization;developmental process;establishment of localization;homeostatic process;immune system process;locomotion;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;multicellular organismal process;multi-organism process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of DNA metabolic process;regulation of protein modification process;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction;transport;vesicle-mediated transport;viral reproduction	Adherens junction;Bacterial invasion of epithelial cells;Endocytosis;Epithelial cell signaling in Helicobacter pylori infection;ErbB signaling pathway;Focal adhesion;Gap junction;GnRH signaling pathway;ko05152;Tight junction;VEGF signaling pathway	P12931	kin	VIPER+PhosphoScore	P12931	1227	9.05768e-9	1.25902e-6	0.19649988049692002	0.486660504616
SRC	cellular component movement	all_down	GOBP slim name	-1.650371905	-5.07364	-0.0483865	-0.100635	PhosphoScore	anatomical structure development;anatomical structure morphogenesis;biological adhesion;biological regulation;cell activation;cell adhesion;cell cycle;cell junction organization;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular macromolecular complex assembly;cellular metabolic process;cellular process;circulatory system process;coagulation;cytoskeleton organization;developmental process;establishment of localization;homeostatic process;immune system process;locomotion;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;multicellular organismal process;multi-organism process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of DNA metabolic process;regulation of protein modification process;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction;transport;vesicle-mediated transport;viral reproduction	Adherens junction;Bacterial invasion of epithelial cells;Endocytosis;Epithelial cell signaling in Helicobacter pylori infection;ErbB signaling pathway;Focal adhesion;Gap junction;GnRH signaling pathway;ko05152;Tight junction;VEGF signaling pathway	P12931	kin	VIPER+PhosphoScore	P12931	897	1.96915e-4	0.00182475	0.07985572018128251	0.5105857614
WEE1	cell cycle	all_down	GOBP slim name	-0.474404489	-0.944017	-0.119064	-0.0959194	proteoscore	anatomical structure morphogenesis;biological regulation;cell cycle;cell division;cellular component morphogenesis;cellular component organization;cellular process;coagulation;cytoskeleton organization;developmental process;establishment or maintenance of cell polarity;mitosis;mitotic cell cycle;multicellular organismal process;nuclear division;organelle fission;organelle organization;regulation of body fluid levels;regulation of cell cycle	Cell cycle	P30291	kin	VIPER	P30291	1227	9.05768e-9	1.25902e-6	0.056484496078296	0.09054954422980001
WEE1	cell division	all_down	GOBP slim name	-0.474404489	-0.944017	-0.151235	-0.084733	proteoscore	anatomical structure morphogenesis;biological regulation;cell cycle;cell division;cellular component morphogenesis;cellular component organization;cellular process;coagulation;cytoskeleton organization;developmental process;establishment or maintenance of cell polarity;mitosis;mitotic cell cycle;multicellular organismal process;nuclear division;organelle fission;organelle organization;regulation of body fluid levels;regulation of cell cycle	Cell cycle	P30291	kin	VIPER	P30291	659	7.88207e-7	2.73902e-5	0.071746562893915	0.07998939246100001
WEE1	establishment or maintenance of cell polarity	all_down	GOBP slim name	-0.474404489	-0.944017	-0.0348421	-0.230595	proteoscore	anatomical structure morphogenesis;biological regulation;cell cycle;cell division;cellular component morphogenesis;cellular component organization;cellular process;coagulation;cytoskeleton organization;developmental process;establishment or maintenance of cell polarity;mitosis;mitotic cell cycle;multicellular organismal process;nuclear division;organelle fission;organelle organization;regulation of body fluid levels;regulation of cell cycle	Cell cycle	P30291	kin	VIPER	P30291	240	1.27458e-5	2.72563e-4	0.0165292486461869	0.217685600115
WEE1	mitosis	all_down	GOBP slim name	-0.474404489	-0.944017	-0.186048	-0.0727376	proteoscore	anatomical structure morphogenesis;biological regulation;cell cycle;cell division;cellular component morphogenesis;cellular component organization;cellular process;coagulation;cytoskeleton organization;developmental process;establishment or maintenance of cell polarity;mitosis;mitotic cell cycle;multicellular organismal process;nuclear division;organelle fission;organelle organization;regulation of body fluid levels;regulation of cell cycle	Cell cycle	P30291	kin	VIPER	P30291	552	8.66428e-8	6.02167e-6	0.088262006369472	0.0686655309392
