gene_name	UNIPROT	difference	significant	logpval
CLASRP	Q8N2M8	0.120115	NA	0.35940299999999997
CLCC1	Q96S66	-0.214243	NA	1.2822899999999999
CLCN3	P51790	-0.203223	NA	0.452818
CLCN7	P51798	0.0601547	NA	0.56274900000000005
CLDND1	Q9NY35	-1.55627	+	2.09409
CLEC16A	Q2KHT3	-0.419359	NA	0.68144499999999997
CLEC4M	Q9H2X3	-0.625296	+	1.8084800000000001
CLGN	O14967	-0.00945926	NA	1.7008100000000002E-2
CLIC1	O00299	-0.0533516	NA	0.40709299999999998
CLIC2	O15247	0.161541	NA	1.69299
CLIC3	O95833	2.49149	+	3.87724
CLIC4	Q9Y696	0.087352	NA	0.38617499999999999
CLINT1	Q14677	-0.356865	+	4.3783200000000004
CLIP1	P30622	-0.598094	NA	0.67462200000000005
CLIP2	Q9UDT6	1.81372	NA	0.76461599999999996
CLK1	P49759	0	NA	NaN
CLK2	P49760	-0.324209	+	1.68485
CLK3	P49761	0.509387	+	1.7008099999999999
CLN5	O75503	-0.487094	NA	1.2103999999999999
CLN6	Q9NWW5	-0.533028	NA	0.231687
CLNS1A	P54105	-0.263146	NA	0.74171100000000001
CLP1	Q92989	0.178434	NA	0.87686399999999998
CLPB	Q9H078	-0.549674	+	3.98326
CLPP	Q16740	0.0456941	NA	0.185304
CLPTM1	O96005	-1.43491	+	4.1993400000000003
CLPTM1L	Q96KA5	-0.16146	NA	0.95897900000000003
CLPX	O76031	-0.0358117	NA	0.23797099999999999
CLSPN	Q9HAW4	0.65285	NA	0.31684699999999999
CLTA	P09496	-0.755092	+	3.2099600000000001
CLTB	P09497	0.198212	NA	0.35050100000000001
CLTC	Q00610	0.11251	NA	1.105
CLTCL1	P53675	4.52655	+	4.9853699999999996
CLU	P10909	1.164	+	2.7530100000000002
CLUH	O75153	-1.14779	+	6.0358700000000001
CLYBL	Q8N0X4	0.435868	NA	1.0551900000000001
CMAS	Q8NFW8	0.249375	NA	2.1251099999999998
CMBL	Q96DG6	-0.0931079	NA	0.64595999999999998
CMC2	Q9NRP2	0.160975	NA	0.168244
CMIP	Q8IY22	-0.144765	NA	0.95493899999999998
CMPK1	P30085	0.0677297	NA	0.20044200000000001
CMPK2	Q5EBM0	0.105194	NA	0.488064
CMSS1	Q9BQ75	-0.071007	NA	0.55941799999999997
CMTM3	Q96MX0	-0.135522	NA	0.37698100000000001
CMTM5	Q96DZ9	1.0359	+	2.91805
CMTM6	Q9NX76	1.75299	+	1.59626
CMTR1	Q8N1G2	0.165631	NA	1.59463
CNBP	P62633	-0.199395	NA	0.66091699999999998
CNDP2	Q96KP4	-0.129389	NA	1.3511299999999999
CNEP1R1	Q8N9A8	0.80461	NA	0.629251
CNIH4	Q9P003	-0.428339	NA	0.59451100000000001
CNKSR3	Q6P9H4	-0.141341	NA	4.9957000000000001E-2
CNN2	Q99439	-0.388592	+	2.7970899999999999
CNN3	Q15417	-0.244105	NA	0.205951
CNNM3	Q8NE01	-0.0132406	NA	3.2652E-2
CNOT1	A5YKK6	-0.236747	+	4.0569499999999996
CNOT10	Q9H9A5	-0.0495145	NA	0.221911
CNOT11	Q9UKZ1	1.29461e-4	NA	3.6562500000000001E-4
CNOT2	Q9NZN8	-0.335472	NA	1.34676
CNOT3	O75175	-0.494554	+	3.2037499999999999
CNOT4	O95628	-0.497083	NA	0.90181100000000003
CNOT6L	Q96LI5	-0.023916	NA	5.1580000000000001E-2
CNOT7	Q9UIV1	-0.350969	+	4.4099399999999997
CNOT8	Q9UFF9	0.424738	NA	0.503606
CNOT9	Q92600	0.143302	NA	0.63002599999999997
CNP	P09543	-0.0177381	NA	9.6797400000000006E-2
CNPY2	Q9Y2B0	-0.414933	+	2.0823999999999998
CNPY3	Q9BT09	0.106202	NA	0.40671299999999999
CNRIP1	Q96F85	0.50051	+	4.024
CNST	Q6PJW8	-0.2495	NA	0.27839900000000001
CNTNAP4	Q9C0A0	0.602413	+	1.6529400000000001
COA1	Q9GZY4	-0.11683	NA	0.29537099999999999
COA3	Q9Y2R0	-0.501347	+	1.86913
COA6	Q5JTJ3	-1.07584	NA	0.73313300000000003
COA7	Q96BR5	-1.1102	+	3.3901300000000001
COASY	Q13057	0.267374	NA	1.7492799999999999
COCH	O43405	-0.601786	NA	0.82691999999999999
COG1	Q8WTW3	0.0727842	NA	0.36571700000000001
COG2	Q14746	0.529207	+	1.52302
COG3	Q96JB2	0.433082	+	2.3767999999999998
COG4	Q9H9E3	-0.0615613	NA	0.27612599999999998
COG5	Q9UP83	0.273251	+	2.0626000000000002
COG6	Q9Y2V7	0.167352	NA	0.94952499999999995
COG7	P83436	-0.108545	NA	0.81835500000000005
COG8	Q96MW5	-0.0414679	NA	0.17361199999999999
COIL	P38432	-0.192435	NA	1.54965
COL18A1	P39060	0.372848	NA	1.1472
COLGALT1	Q8NBJ5	-0.126475	NA	2.4548700000000001
COMMD1	Q8N668	1.8631	+	2.1589100000000001
COMMD10	Q9Y6G5	-0.0494449	NA	0.16447300000000001
COMMD2	Q86X83	-0.253414	NA	1.0345
COMMD3	Q9UBI1	-0.0897148	NA	0.18053
COMMD4	Q9H0A8	-0.359222	+	2.6834199999999999
COMMD5	Q9GZQ3	0.0331972	NA	0.137373
COMMD6	Q7Z4G1	-1.19429	+	2.5459299999999998
COMMD7	Q86VX2	0.190679	NA	0.46778999999999998
COMMD8	Q9NX08	-0.63675	+	2.5699399999999999
COMMD9	Q9P000	-0.160364	NA	0.97249300000000005
COMT	P21964	0.387569	+	2.3214899999999998
COP1	Q8NHY2	1.4616	NA	0.81329899999999999
COPA	P53621	-0.0472353	NA	0.33156999999999998
COPB1	P53618	-0.176751	NA	3.0557400000000001
COPB2	P35606	-0.133651	NA	1.4338200000000001
COPE	O14579	-0.053334	NA	0.238427
COPG1	Q9Y678	-0.246941	+	3.7127300000000001
COPG2	Q9UBF2	-0.130031	NA	2.6808000000000001
COPRS	Q9NQ92	-0.44433	NA	0.31577499999999997
COPS2	P61201	-0.385066	+	2.98611
COPS3	Q9UNS2	-0.197396	NA	0.92534700000000003
COPS4	Q9BT78	-0.287063	+	3.5807899999999999
COPS5	Q92905	-0.312335	+	3.3988800000000001
COPS6	Q7L5N1	-0.208772	NA	1.6471899999999999
COPS7A	Q9UBW8	-0.373511	NA	1.10646
COPS7B	Q9H9Q2	-0.195311	NA	0.49943300000000002
COPS8	Q99627	-0.123156	NA	0.83959399999999995
COPZ1	P61923	-0.0258973	NA	3.4790399999999999E-2
COQ3	Q9NZJ6	0.493525	+	1.7221200000000001
COQ5	Q5HYK3	0.183797	NA	1.3399300000000001
COQ6	Q9Y2Z9	0.544439	+	4.46272
COQ7	Q99807	0.531935	+	4.1512500000000001
COQ8A	Q8NI60	0.537405	+	4.3391000000000002
COQ8B	Q96D53	0.353556	NA	1.3669
COQ9	O75208	0.58568	+	4.3169599999999999
CORO1A	P31146	0.067692	NA	1.0315000000000001
CORO1B	Q9BR76	-0.0545199	NA	0.21223800000000001
CORO1C	Q9ULV4	-0.154662	NA	1.49926
COTL1	Q14019	0.0411942	NA	7.8906799999999999E-2
COX11	Q9Y6N1	0.592786	NA	0.51227299999999998
COX14	Q96I36	-0.426184	NA	0.340976
COX15	Q7KZN9	-0.228956	NA	0.73658599999999996
COX17	Q14061	0.749625	NA	0.533721
COX18	Q8N8Q8	-0.653539	+	2.3637700000000001
COX20	Q5RI15	-0.288024	NA	1.53277
COX4I1	P13073	-0.205426	NA	2.0736699999999999
COX5A	P20674	-0.0451024	NA	0.142267
COX6A1	P12074	0.962106	NA	0.57420800000000005
COX6B1	P14854	0.233118	NA	0.27774900000000002
COX6C	P09669	-0.258504	NA	0.67982500000000001
COX7A2	P14406	0.277473	NA	0.95010099999999997
COX7A2L	O14548	0.0103662	NA	1.55316E-2
COX7B	P24311	-0.46151	NA	1.1187199999999999
COX7C	P15954	-0.148112	NA	0.34082000000000001
COX8A	P10176	0.286101	NA	0.77351400000000003
CPD	O75976	-0.248928	NA	1.84857
CPEB4	Q17RY0	0	NA	NaN
CPNE1	Q99829	0.13129	NA	0.59360900000000005
CPNE2	Q96FN4	0.0911248	NA	9.8126500000000005E-2
CPNE3	O75131	0.124306	NA	0.69912700000000005
CPOX	P36551	0.137764	NA	0.63996299999999995
CPPED1	Q9BRF8	0.00803924	NA	1.47282E-2
CPQ	Q9Y646	0.580591	+	5.8723200000000002
CPSF1	Q10570	0.107257	NA	1.5130399999999999
CPSF2	Q9P2I0	-0.0522802	NA	0.30045899999999998
CPSF3	Q9UKF6	-0.258111	NA	1.46208
CPSF4	O95639	0.191573	NA	0.52194499999999999
CPSF6	Q16630	0.358268	+	4.66465
CPSF7	Q8N684	0.00962329	NA	6.9720799999999999E-2
CPT1A	P50416	-0.133566	NA	0.43759300000000001
CPT2	P23786	0.500707	+	4.1245399999999997
CPTP	Q5TA50	0.0772178	NA	7.4082099999999998E-2
CPVL	Q9H3G5	0.398886	+	2.15896
CR1	P17927	0.405165	NA	0.95789599999999997
CRABP1	P29762	-0.252991	NA	2.0357500000000002
CRACR2A	Q9BSW2	0.212079	NA	0.37943500000000002
CRADD	P78560	-0.597339	+	2.3036400000000001
CRAT	P43155	0.912058	+	1.83562
CRB2	Q5IJ48	1.22321	+	5.9691200000000002
CRBN	Q96SW2	1.27083	NA	0.36377999999999999
CREB1	P16220	-0.231514	NA	2.0332499999999998
CREBBP	Q92793	-0.124654	NA	0.36833900000000003
CREG1	O75629	-1.31821	NA	0.60070500000000004
CRELD1	Q96HD1	0.244444	NA	0.14299799999999999
CRK	P46108	-0.380845	NA	0.93863300000000005
CRKL	P46109	0.0992782	NA	0.91143200000000002
CRLF3	Q8IUI8	-0.256073	NA	2.01735
CRLS1	Q9UJA2	0.498061	NA	1.04722
CRNKL1	Q9BZJ0	-0.142639	NA	0.67293499999999995
CRPPA	A4D126	0.2712	NA	1.54518
CRTAP	O75718	-0.440558	+	6.6580500000000002
CRTC1	Q6UUV9	-0.954322	NA	0.70194800000000002
CRTC3	Q6UUV7	-0.368869	NA	0.356655
CRYBG3	Q68DQ2	-0.699274	+	1.3368800000000001
CRYL1	Q9Y2S2	0.549699	+	2.55965
CRYM	Q14894	0.711458	+	1.6979900000000001
CRYZ	Q08257	0.29928	+	2.89676
CRYZL1	O95825	-0.313674	NA	1.2025399999999999
CS	O75390	0.387544	+	3.0897299999999999
CSDE1	O75534	-1.11074	+	7.37033
CSE1L	P55060	-0.473052	+	5.6242700000000001
CSF1	P09603	-0.196203	NA	0.155857
CSK	P41240	-0.00806689	NA	5.2498599999999999E-2
CSMD2	Q7Z408	-0.162738	NA	0.184477
CSNK1A1	P48729	-0.388519	+	2.9739100000000001
CSNK1D	P48730	-0.621364	+	2.1514700000000002
CSNK1E	P49674	-3.1471	+	4.2047499999999998
CSNK1G1	Q9HCP0	-0.0961814	NA	0.203207
CSNK2A1	P68400	-0.385182	+	2.11652
CSNK2A2	P19784	-0.101366	NA	1.5577099999999999
CSNK2B	P67870	-0.189612	NA	1.70503
CSRP1	P21291	-0.744293	+	1.57751
CST3	P01034	-1.25555	+	3.5596800000000002
CST7	O76096	0.0674045	NA	0.12978600000000001
CSTB	P04080	0.0658748	NA	0.22815099999999999
CSTF1	Q05048	0.0262806	NA	0.12792400000000001
CSTF2	P33240	0.0458272	NA	0.18116099999999999
CSTF2T	Q9H0L4	-0.125394	NA	1.1578999999999999
CSTF3	Q12996	-0.0398614	NA	0.278202
CTBP1	Q13363	0.19407	NA	2.0572400000000002
CTBP2	P56545	0.305799	+	2.2319900000000001
CTBS	Q01459	0.451056	+	2.2758500000000002
CTCF	P49711	0.203027	NA	0.64506600000000003
CTDNEP1	O95476	0.191504	NA	0.34704699999999999
CTDP1	Q9Y5B0	-0.109145	NA	0.74976799999999999
CTDSPL2	Q05D32	-0.140858	NA	0.77601200000000004
CTH	P32929	0.282348	NA	1.85934
CTIF	O43310	-1.12382	+	1.33704
CTNNA1	P35221	-0.919145	+	5.7311100000000001
CTNNA2	P26232	-2.11934	+	1.9458299999999999
CTNNBL1	Q8WYA6	0.0595477	NA	0.35031000000000001
CTNND1	O60716	-0.346397	+	3.1619999999999999
CTPS1	P17812	-0.51162	+	3.58873
CTPS2	Q9NRF8	0.0965841	NA	0.31086000000000003
CTR9	Q6PD62	0.0241582	NA	9.9356600000000003E-2
CTSA	P10619	0.210728	NA	0.970468
CTSB	P07858	0.43927	+	4.4077900000000003
CTSC	P53634	-0.0510557	NA	0.233376
CTSD	P07339	0.442896	+	4.1484899999999998
CTSH	P09668	0.318586	+	2.9049700000000001
CTSL	P07711	0.371516	+	1.56898
CTSS	P25774	0.396547	+	3.45627
CTTN	Q14247	-0.762658	+	5.4612600000000002
CTU1	Q7Z7A3	-0.267847	+	3.0641400000000001
CTU2	Q2VPK5	-0.343797	+	2.07938
CUEDC2	Q9H467	0.0346062	NA	5.9369600000000002E-2
CUL1	Q13616	0.0470932	NA	0.65113600000000005
CUL2	Q13617	-0.0730455	NA	0.61444500000000002
CUL3	Q13618	-0.339803	+	2.68851
CUL4A	Q13619	-0.335902	+	4.7367100000000004
CUL4B	Q13620	-0.0329607	NA	0.16813500000000001
CUL5	Q93034	0.147534	NA	0.58749700000000005
CUL7	Q14999	0.0564821	NA	0.17096900000000001
CUTA	O60888	-0.0237229	NA	0.114454
CUTC	Q9NTM9	-0.117145	NA	0.463225
CUX1	P39880;Q13948	-0.24574	NA	0.41198400000000002
CWC15	Q9P013	-0.382312	NA	0.97766799999999998
CWC22	Q9HCG8	-0.148248	NA	1.0405899999999999
CWC25	Q9NXE8	-0.30742	NA	0.741143
CWC27	Q6UX04	-0.600959	+	1.7652399999999999
CWF19L1	Q69YN2	0.158315	NA	0.99320600000000003
CWF19L2	Q2TBE0	-0.359804	NA	1.1991700000000001
CXXC1	Q9P0U4	0.106063	NA	0.68018599999999996
CXXC5	Q7LFL8	0.342772	+	2.6174200000000001
CXorf38	Q8TB03	-0.225751	NA	1.2230700000000001
CYB561A3	Q8NBI2	0.372099	NA	0.282358
CYB561D2	O14569	-0.422888	+	1.4352799999999999
CYB5A	P00167	-0.68257	+	2.30443
CYB5B	O43169	0.121916	NA	0.92252500000000004
CYB5R1	Q9UHQ9	0.164136	NA	0.44702999999999998
CYB5R3	P00387	0.329106	+	2.9496899999999999
CYB5R4	Q7L1T6	-0.234781	NA	1.16551
CYBA	P13498	-1.90651	+	2.5645699999999998
CYBC1	Q9BQA9	0.816119	+	1.10314
CYC1	P08574	0.26975	NA	1.27641
CYCS	P99999	0.335558	NA	1.0179
CYFIP1	Q7L576	-0.0933421	NA	0.45421699999999998
CYFIP2	Q96F07	-0.460894	NA	0.78490700000000002
CYLD	Q9NQC7	0	NA	NaN
CYP20A1	Q6UW02	-0.261553	+	2.2296800000000001
CYP2S1	Q96SQ9	0.00540638	NA	2.18607E-3
CYP4F11	Q9HBI6	-0.113388	NA	0.139186
CYP4F2	P78329	-2.1028	+	1.37287
CYP51A1	Q16850	-0.159414	NA	0.84043599999999996
CYP7B1	O75881	-0.0286191	NA	0.11480899999999999
CYRIA	Q9H0Q0	0.499015	NA	0.99057399999999995
CYRIB	Q9NUQ9	0.0857284	NA	0.56734700000000005
CYTH1	Q15438	0.663914	NA	0.73465599999999998
CYTIP	O60759	3.57964	+	4.4359500000000001
CZIB	Q9NWV4	-0.287999	+	2.8799100000000002
D2HGDH	Q8N465	-0.189518	NA	0.12956599999999999
DAB2	P98082	-0.445914	NA	0.40735700000000002
DAD1	P61803	-0.0313237	NA	0.115312
DAG1	Q14118	0.2998	NA	0.75227299999999997
DAGLB	Q8NCG7	-0.664579	+	2.03715
DAP	P51397	-0.611189	NA	0.843418
DAP3	P51398	-0.23171	NA	1.22912
DAPK1	P53355	-0.159274	NA	0.22578899999999999
DAPK3	O43293	-0.22519	NA	0.10255300000000001
DARS1	P14868	-0.0991385	NA	1.82108
DARS2	Q6PI48	0.33892	+	4.8328600000000002
DAXX	Q9UER7	-0.15018	NA	1.5421199999999999
DAZAP1	Q96EP5	0.488306	+	2.0024999999999999
DBI	P07108	-0.843009	NA	0.51348400000000005
DBN1	Q16643	-0.895873	+	3.7078600000000002
DBNL	Q9UJU6	-0.105222	NA	0.81902200000000003
DBR1	Q9UK59	0.0179079	NA	9.4537899999999994E-2
DBT	P11182	0.545725	+	4.4003300000000003
DCAF1	Q9Y4B6	-0.152154	NA	1.25901
DCAF10	Q5QP82	-0.14474	NA	0.14334
DCAF11	Q8TEB1	0.276246	NA	0.93718699999999999
DCAF13	Q9NV06	-0.299845	+	2.1006499999999999
DCAF15	Q66K64	-1.45942	+	2.4897399999999998
DCAF16	Q9NXF7	-0.495556	+	1.89897
DCAF4	Q8WV16	-0.921655	+	1.4280299999999999
DCAF5	Q96JK2	0.0131505	NA	1.8041499999999999E-2
DCAF6	Q58WW2	-0.0494797	NA	0.112627
DCAF7	P61962	0.0479071	NA	0.40942600000000001
DCAF8	Q5TAQ9	0.163572	NA	1.3429199999999999
DCAKD	Q8WVC6	0.223386	+	2.7583799999999998
DCK	P27707	-0.237206	+	2.5618400000000001
DCP1A	Q9NPI6	-0.139428	NA	1.2543200000000001
DCP1B	Q8IZD4	0.272364	NA	0.71958500000000003
DCP2	Q8IU60	0.982459	+	3.6444200000000002
DCPS	Q96C86	0.0965145	NA	0.45977600000000002
DCTD	P32321	-0.224181	NA	1.33188
DCTN1	Q14203	-0.00420451	NA	2.1372700000000001E-2
DCTN2	Q13561	-0.402477	+	3.99166
DCTN3	O75935	0.227034	NA	1.78271
DCTN4	Q9UJW0	-0.23072	NA	1.3890499999999999
DCTN5	Q9BTE1	0.294575	NA	0.44738499999999998
DCTN6	O00399	-0.356728	NA	0.87851800000000002
DCTPP1	Q9H773	-0.375046	+	2.4440300000000001
DCUN1D1	Q96GG9	0.0361512	NA	0.35134399999999999
DCUN1D3	Q8IWE4	0.631073	NA	1.0562499999999999
DCUN1D4	Q92564	0	NA	NaN
DCUN1D5	Q9BTE7	-0.512945	+	2.3831099999999998
DCXR	Q7Z4W1	0.201488	NA	2.45181
DDA1	Q9BW61	-0.116071	NA	9.2361100000000002E-2
DDAH2	O95865	-0.0113928	NA	7.3256799999999997E-2
DDB1	Q16531	-0.317725	+	4.3895600000000004
DDB2	Q92466	0.205987	NA	0.45765099999999997
DDHD1	Q8NEL9	0.350044	NA	1.1979599999999999
DDHD2	O94830	-0.419078	NA	1.2470600000000001
DDI1	Q8WTU0	-1.38067	+	3.1172399999999998
DDI2	Q5TDH0	-0.0392721	NA	0.21102799999999999
DDO	Q99489	-0.443091	NA	1.15795
DDOST	P39656	0.370925	+	3.5693999999999999
DDRGK1	Q96HY6	-0.768039	+	1.4096900000000001
DDT	P30046	0.0646083	NA	0.216975
DDX1	Q92499	-0.0752766	NA	1.0248900000000001
DDX10	Q13206	-0.113148	NA	1.4245699999999999
DDX11	Q96FC9	0.46724	NA	0.74729400000000001
DDX17	Q92841	0.118424	NA	1.2378400000000001
DDX18	Q9NVP1	-0.0141575	NA	6.7612900000000004E-2
DDX19A	Q9NUU7	-1.24241	+	4.27881
DDX19B	Q9UMR2	0.504339	NA	0.34626600000000002
DDX20	Q9UHI6	0.0121682	NA	4.9377900000000002E-2
DDX21	Q9NR30	-0.442915	+	3.24498
DDX23	Q9BUQ8	0.183601	NA	2.5420400000000001
DDX24	Q9GZR7	-0.379843	+	4.5936700000000004
DDX27	Q96GQ7	0.0422537	NA	0.50491799999999998
DDX28	Q9NUL7	-0.68656	+	3.2872699999999999
DDX31	Q9H8H2	-0.19064	NA	1.90509
DDX39A	O00148	0.265426	NA	0.67392099999999999
DDX39B	Q13838	0.300984	NA	1.19537
DDX3X	O00571	-0.325279	+	2.5326599999999999
DDX41	Q9UJV9	-0.24332	+	2.3796200000000001
DDX42	Q86XP3	-0.139201	NA	2.33718
DDX46	Q7L014	-0.299516	+	3.4905599999999999
DDX47	Q9H0S4	-0.122225	NA	2.7843100000000001
DDX49	Q9Y6V7	-0.371225	+	3.3898199999999998
DDX5	P17844	-0.939507	+	6.6669600000000004
DDX50	Q9BQ39	0.010237	NA	0.162883
DDX51	Q8N8A6	0.0992963	NA	1.1213500000000001
DDX52	Q9Y2R4	0.277693	+	2.46583
DDX54	Q8TDD1	-0.0655735	NA	0.87182499999999996
DDX55	Q8NHQ9	-0.0731599	NA	0.68109399999999998
DDX56	Q9NY93	-0.478571	+	3.3509899999999999
DDX59	Q5T1V6	-0.0139949	NA	3.8951399999999997E-2
DDX6	P26196	-0.00624824	NA	3.3126900000000001E-2
DDX60	Q8IY21	0.653285	+	3.1401500000000002
DECR1	Q16698	0.480389	+	5.5492600000000003
DECR2	Q9NUI1	-0.0683291	NA	0.106652
DEF6	Q9H4E7	-0.133578	NA	0.59647799999999995
DEGS1	O15121	-0.692261	NA	0.93381800000000004
DEK	P35659	-0.165483	NA	1.66438
DENND10	Q8TCE6	0.460584	+	1.38384
DENND3	A2RUS2	-0.131141	NA	0.103549
DENND4A	Q7Z401	0.740699	+	3.0004599999999999
DENND4B	O75064	0.213341	NA	0.42631799999999997
DENND4C	Q5VZ89	0.379133	+	1.7568900000000001
DENND5B	Q6ZUT9	1.51787	NA	0.83061300000000005
DENND6A	Q8IWF6	0.189731	NA	0.45351599999999997
DENR	O43583	-0.670244	NA	0.82188499999999998
DEPDC5	O75140	-0.101438	NA	0.103869
DEPDC7	Q96QD5	-1.35602	+	2.18716
DERA	Q9Y315	-0.00757051	NA	8.0126900000000001E-2
DERL1	Q9BUN8	-0.619315	+	1.9914799999999999
DET1	Q7L5Y6	-0.927418	+	3.40978
DFFA	O00273	-0.743335	+	4.0148700000000002
DFFB	O76075	0.373466	+	1.7007099999999999
DGAT1	O75907	0.990066	+	1.4608300000000001
DGCR2	P98153	0.491026	NA	0.256998
DGCR8	Q8WYQ5	-0.576029	+	1.4080600000000001
DGKA	P23743	0.873391	+	1.6991700000000001
DGKQ	P52824	0.26213	NA	0.23436399999999999
DGKZ	Q13574	0.43236	+	2.1564700000000001
DGLUCY	Q7Z3D6	0.646863	+	5.4229799999999999
DGUOK	Q16854	0.563117	NA	0.24925600000000001
DHCR24	Q15392	-0.978496	+	3.3037000000000001
DHCR7	Q9UBM7	-0.0333898	NA	7.9059500000000005E-2
DHFR	P00374	-0.344586	+	2.0779800000000002
DHODH	Q02127	0.237509	NA	1.1636599999999999
DHPS	P49366	-1.6531	+	4.2989800000000002
DHRS1	Q96LJ7	0.414235	NA	0.41064000000000001
DHRS11	Q6UWP2	0.509803	+	2.9502799999999998
DHRS13	Q6UX07	0.100354	NA	0.33063799999999999
DHRS3	O75911	1.37434	+	1.5213399999999999
DHRS4	Q9BTZ2	0.14642	NA	1.0352600000000001
DHRS4L2	F6VUV4	1.67117	NA	0.86466399999999999
DHRS7	Q9Y394	-0.0973847	NA	0.49332599999999999
DHRS7B	Q6IAN0	-0.175766	NA	2.3860100000000002
DHRS9	Q9BPW9	0	NA	NaN
DHRSX	Q8N5I4	0	NA	NaN
DHTKD1	Q96HY7	0.826113	+	5.48353
DHX15	O43143	-0.0265343	NA	0.55229499999999998
DHX16	O60231	-0.182993	NA	2.0896400000000002
DHX29	Q7Z478	-0.28003	NA	1.76946
DHX30	Q7L2E3	-0.577402	+	5.7152099999999999
DHX32	Q7L7V1	-0.149156	NA	0.30080099999999999
DHX33	Q9H6R0	-0.00766444	NA	0.121339
DHX34	Q14147	-0.207879	NA	0.41064400000000001
DHX35	Q9H5Z1	-0.109849	NA	0.27533299999999999
DHX36	Q9H2U1	-0.372314	+	2.8174000000000001
DHX37	Q8IY37	-0.0342271	NA	0.18045900000000001
DHX38	Q92620	-0.0567458	NA	0.22514000000000001
DHX40	Q8IX18	0.130236	NA	1.09788
DHX57	Q6P158	-0.0659568	NA	0.33495000000000003
DHX8	Q14562	-0.441876	+	4.9372499999999997
DHX9	Q08211	-0.0854232	NA	0.90012300000000001
DIABLO	Q9NR28	-0.186306	NA	2.1374399999999998
DIAPH1	O60610	-0.579683	+	3.4026299999999998
DIAPH3	Q9NSV4	-1.08114	+	2.3992399999999998
DICER1	Q9UPY3	-0.275974	+	2.49234
DIDO1	Q9BTC0	-0.291754	+	2.4205899999999998
DIMT1	Q9UNQ2	0.0158956	NA	0.14439199999999999
DIP2A	Q14689	-0.582558	NA	1.00207
DIP2B	Q9P265	-0.272697	+	2.6838700000000002
DIPK2A	Q8NDZ4	0.0825112	NA	0.28623399999999999
DIS3	Q9Y2L1	0.0144532	NA	0.195218
DIS3L	Q8TF46	0.0212409	NA	0.30815300000000001
DIS3L2	Q8IYB7	-0.171027	NA	0.80891199999999996
DKC1	O60832	0.186182	NA	1.6157900000000001
DLAT	P10515	0.426798	+	2.3301099999999999
DLD	P09622	0.177204	NA	1.5308999999999999
DLG1	Q12959	0.514378	+	2.8511600000000001
DLG2	Q15700	-0.122165	NA	0.10376299999999999
DLGAP4	Q9Y2H0	-0.370122	NA	0.212894
DLGAP5	Q15398	-1.28759	+	4.9177
DLK1	P80370	0.163067	NA	0.121657
DLST	P36957	0.230783	NA	1.3716299999999999
DMAC2	Q9NW81	0.544119	NA	1.03447
DMAC2L	Q99766	0.540634	+	2.2888799999999998
DMAP1	Q9NPF5	0.163778	NA	0.62765099999999996
DMD	P11532	-1.5197	NA	0.86156500000000003
DMTN	Q08495	-0.300693	NA	0.85875900000000005
DMXL1	Q9Y485	0.315686	NA	1.3430899999999999
DNA2	P51530	-0.0610335	NA	0.20532800000000001
DNAAF10	Q96MX6	0.334168	NA	1.2889299999999999
DNAAF2	Q9NVR5	-1.76658	+	2.9510800000000001
DNAAF5	Q86Y56	-0.345049	+	3.9057900000000001
DNAH10	Q8IVF4	0.527844	NA	0.85189300000000001
DNAH3	Q8TD57	-3.63317	+	2.7196799999999999
DNAH5	Q8TE73	-0.545253	NA	0.272283
DNAH8	Q96JB1	-2.02097	+	1.5254399999999999
DNAJA1	P31689	-0.803748	+	5.6723999999999997
DNAJA2	O60884	-0.269124	NA	1.5316000000000001
DNAJA3	Q96EY1	0.0967371	NA	0.78207700000000002
DNAJA4	Q8WW22	-0.163633	NA	0.42022799999999999
DNAJB1	P25685	-0.075793	NA	0.81321299999999996
DNAJB11	Q9UBS4	-0.174678	NA	1.92283
DNAJB12	Q9NXW2	-1.29501	+	4.2024800000000004
DNAJB14	Q8TBM8	-0.702435	NA	0.397424
DNAJB2	P25686	0.3374	NA	0.25287799999999999
DNAJB4	Q9UDY4	0.280735	NA	0.88041199999999997
DNAJB6	O75190	-0.827406	+	1.95906
DNAJB9	Q9UBS3	0	NA	NaN
DNAJC1	Q96KC8	-0.745304	+	2.6022500000000002
DNAJC10	Q8IXB1	-0.208366	NA	1.03155
DNAJC11	Q9NVH1	0.16652	NA	0.97977499999999995
DNAJC13	O75165	0.0975311	NA	1.18418
DNAJC16	Q9Y2G8	-0.956817	+	2.2043599999999999
DNAJC17	Q9NVM6	0.0927637	NA	0.184341
DNAJC19	Q96DA6	0.0775425	NA	0.33146199999999998
DNAJC2	Q99543	-0.212653	NA	2.4584100000000002
DNAJC21	Q5F1R6	-0.222003	NA	1.0446800000000001
DNAJC3	Q13217	-0.05352	NA	0.26496500000000001
DNAJC30	Q96LL9	-0.298731	NA	0.20302200000000001
DNAJC5	Q9H3Z4	-0.0110633	NA	3.44572E-2
DNAJC6	O75061	-0.129285	NA	1.3893599999999999
DNAJC7	Q99615	-0.673164	+	3.1770399999999999
DNAJC8	O75937	-0.278857	NA	0.47375200000000001
DNAJC9	Q8WXX5	-0.306989	+	2.0070399999999999
DNASE2	O00115	0.446703	+	2.2147999999999999
DNLZ	Q5SXM8	-0.433162	NA	0.21562400000000001
DNM1L	O00429	-0.0676949	NA	1.1873800000000001
