gene_name	UNIPROT	difference	significant	logpval
DYRK1A	Q13627	-0.247039	NA	0.62283100000000002
DYSF	O75923	0.786323	+	0.97891600000000001
E2F3	O00716	-0.101526	NA	0.10327799999999999
E2F4	Q16254	0.182477	NA	1.6861299999999999
E4F1	Q66K89	-0.340139	NA	0.66248600000000002
EAF1	Q96JC9	-0.828949	+	1.08155
EAPP	Q56P03	0.277805	NA	0.40897499999999998
EARS2	Q5JPH6	-0.0766292	NA	6.9860900000000004E-2
EBNA1BP2	Q99848	-0.492833	+	2.8046899999999999
EBP	Q15125	-0.37009	NA	1.1223700000000001
ECD	O95905	-1.14623	+	3.2478799999999999
ECE1	P42892	-0.687067	+	1.9474400000000001
ECH1	Q13011	0.714985	+	4.4274500000000003
ECHDC1	Q9NTX5	-0.117001	NA	1.4271799999999999
ECHDC2	Q86YB7	1.17999	+	2.16987
ECHDC3	Q96DC8	1.62375	+	1.98919
ECHS1	P30084	0.457218	+	4.0476999999999999
ECI1	P42126	0.422443	+	1.75678
ECI2	O75521	0.356221	+	3.38849
ECM1	Q16610	-0.42925	NA	0.43421999999999999
ECSIT	Q9BQ95	-0.178849	NA	0.68575600000000003
ECT2	Q9H8V3	-2.08874	+	2.2380300000000002
EDC3	Q96F86	-0.216884	NA	1.01814
EDC4	Q6P2E9	-0.0802855	NA	1.1230500000000001
EDEM3	Q9BZQ6	-0.657811	+	2.50021
EDF1	O60869	-0.162595	NA	0.50997400000000004
EDRF1	Q3B7T1	-0.268209	NA	0.63244699999999998
EEA1	Q15075	0.00885201	NA	6.6375299999999998E-2
EED	O75530	-0.218226	NA	1.6486000000000001
EEF1A2	Q05639	-0.235953	+	2.3923199999999998
EEF1B2	P24534	-0.343808	+	2.9063500000000002
EEF1D	P29692	-0.345129	+	2.5052300000000001
EEF1E1	O43324	-0.238242	NA	0.81861499999999998
EEF1G	P26641	-0.523391	+	4.93337
EEF2	P13639	-0.622686	+	4.7119499999999999
EEF2K	O00418	0.550914	+	2.6348099999999999
EEFSEC	P57772	0.0386004	NA	0.196488
EFCAB2	Q5VUJ9	-0.300218	NA	0.314716
EFCAB5	A4FU69	0.61491	NA	0.42524699999999999
EFHD2	Q96C19	-0.175856	NA	1.30905
EFR3A	Q14156	0.271564	NA	0.75976900000000003
EFTUD2	Q15029	-0.165559	NA	3.70763
EGFL7	Q9UHF1	-0.551175	NA	0.77282799999999996
EGLN1	Q9GZT9	-0.244579	NA	1.02857
EHBP1L1	Q8N3D4	0.438719	+	2.4437600000000002
EHD1	Q9H4M9	0.319276	+	2.7637399999999999
EHD2	Q9NZN4	-0.568343	+	2.0483500000000001
EHD4	Q9H223	-0.572581	+	2.0163700000000002
EHHADH	Q08426	0.589451	+	3.6631300000000002
EHMT1	Q9H9B1	-0.253964	NA	0.91187499999999999
EHMT2	Q96KQ7	-0.359705	+	2.4902099999999998
EI24	O14681	-0.0538859	NA	0.15461800000000001
EIF1	P41567	-1.57708	+	1.9496199999999999
EIF1AD	Q8N9N8	-1.0866	+	1.87812
EIF1AX	P47813	-0.580384	+	3.3908999999999998
EIF1B	O60739	-0.788245	NA	0.95074899999999996
EIF2A	Q9BY44	-0.289626	+	3.4827400000000002
EIF2AK1	Q9BQI3	0.947005	+	1.1517999999999999
EIF2AK2	P19525	-0.0401812	NA	0.239647
EIF2AK4	Q9P2K8	0.0525613	NA	7.3955300000000002E-2
EIF2B1	Q14232	-0.352554	+	2.34606
EIF2B2	P49770	0.197132	NA	0.87665199999999999
EIF2B3	Q9NR50	-0.302859	+	4.6177700000000002
EIF2B4	Q9UI10	-0.077796	NA	0.66966099999999995
EIF2B5	Q13144	-0.17641	NA	0.90415599999999996
EIF2D	P41214	-0.0608363	NA	0.18432699999999999
EIF2S1	P05198	-0.282583	+	4.21218
EIF2S2	P20042	-0.323282	+	2.8397000000000001
EIF2S3	P41091	-0.493447	+	2.8083999999999998
EIF3A	Q14152	-0.622714	+	5.0962500000000004
EIF3B	P55884	-0.683811	+	5.6817099999999998
EIF3C	Q99613	0.587482	NA	0.20363600000000001
EIF3D	O15371	-0.595983	+	6.2203799999999996
EIF3E	P60228	-0.605011	+	4.1144299999999996
EIF3F	O00303	-0.604466	+	4.5953799999999996
EIF3G	O75821	-0.642166	+	3.9515199999999999
EIF3H	O15372	-0.659328	+	5.9324300000000001
EIF3I	Q13347	-0.648122	+	6.8072800000000004
EIF3J	O75822	-0.510927	+	1.5988
EIF3K	Q9UBQ5	-0.859619	+	5.6762499999999996
EIF3L	Q9Y262	-0.431991	+	4.2256999999999998
EIF3M	Q7L2H7	-0.995812	+	5.4203799999999998
EIF4A1	P60842	-0.621007	+	4.7915999999999999
EIF4A2	Q14240	-0.22457	+	2.5619100000000001
EIF4A3	P38919	-0.191253	NA	2.69279
EIF4B	P23588	-0.596285	+	2.9746100000000002
EIF4E	P06730	0.0582232	NA	0.28477400000000003
EIF4E2	O60573	-0.354721	NA	0.79410599999999998
EIF4E3	Q8N5X7	0	NA	NaN
EIF4ENIF1	Q9NRA8	-0.831818	+	1.3103800000000001
EIF4G1	Q04637	-0.676168	+	4.9600200000000001
EIF4G2	P78344	-0.770998	+	5.4789399999999997
EIF4G3	O43432	-0.306498	+	4.0451899999999998
EIF4H	Q15056	-0.425284	+	1.3565100000000001
EIF5	P55010	-0.319078	+	3.3942999999999999
EIF5A	P63241	-0.170613	NA	0.48081299999999999
EIF5B	O60841	-0.369661	+	4.5549200000000001
EIF6	P56537	-0.177238	NA	1.1061700000000001
ELAC2	Q9BQ52	-0.536237	+	3.8910999999999998
ELAVL1	Q15717	0.201352	NA	1.50536
ELF2	Q15723	-0.00371027	NA	1.8092400000000002E-2
ELL	P55199	-0.591165	+	2.7672400000000001
ELMO1	Q92556	-0.423493	NA	0.14482600000000001
ELMO2	Q96JJ3	0.133169	NA	0.69021399999999999
ELMOD2	Q8IZ81	0.100451	NA	0.43440699999999999
ELOF1	P60002	0.269898	NA	0.34622399999999998
ELOVL1	Q9BW60	-0.425901	+	1.26294
ELOVL5	Q9NYP7	-2.01773	+	3.2410899999999998
ELP2	Q6IA86	-0.52388	+	3.81745
ELP3	Q9H9T3	-0.169049	NA	1.58097
ELP4	Q96EB1	-0.136737	NA	0.74318499999999998
ELP5	Q8TE02	-0.0707855	NA	0.38006699999999999
ELP6	Q0PNE2	-0.25339	NA	1.18994
EMC1	Q8N766	-0.31383	+	3.9560599999999999
EMC10	Q5UCC4	-0.0984373	NA	0.22647400000000001
EMC2	Q15006	-0.140541	NA	1.24979
EMC3	Q9P0I2	-0.0302052	NA	6.5861199999999995E-2
EMC4	Q5J8M3	-0.235974	NA	0.97685599999999995
EMC6	Q9BV81	-0.235753	NA	0.72792699999999999
EMC7	Q9NPA0	-0.128254	NA	0.38100800000000001
EMC8	O43402	-0.0504861	NA	0.120786
EMD	P50402	0.044208	NA	0.232845
EME1	Q96AY2	-0.279732	NA	0.40472999999999998
EMG1	Q92979	-0.416732	+	2.75386
EMILIN1	Q9Y6C2	0	NA	NaN
EMILIN2	Q9BXX0	0.73654	NA	0.41797499999999999
EML2	O95834	0.288624	+	2.6665199999999998
EML3	Q32P44	0.398687	+	2.5583999999999998
EML4	Q9HC35	-0.146296	NA	1.4174500000000001
EMP3	P54852	0.196564	NA	2.4025099999999999
ENAH	Q8N8S7	-0.786608	NA	0.89478999999999997
ENDOD1	O94919	-0.14972	NA	1.0514399999999999
ENDOG	Q14249	0.283956	+	3.9640900000000001
ENGASE	Q8NFI3	0.0765777	NA	0.12754299999999999
ENO1	P06733	-0.117504	NA	1.81071
ENO2	P09104	0.28793	NA	1.27732
ENO3	P13929	-0.44134	NA	0.61746800000000002
ENOPH1	Q9UHY7	0.145553	NA	0.77777700000000005
ENOSF1	Q7L5Y1	0.125124	NA	0.19511500000000001
ENPP2	Q13822	0.272436	NA	0.100371
ENPP3	O14638	-0.368464	NA	1.0077499999999999
ENSA	O43768	-0.555038	NA	0.414109
ENTPD7	Q9NQZ7	-0.16009	NA	0.18027499999999999
ENY2	Q9NPA8	-0.352392	NA	0.97997100000000004
EOGT	Q5NDL2	0.150243	NA	0.24923000000000001
EP300	Q09472	-0.066041	NA	0.30557800000000002
EP400	Q96L91	0.12179	NA	0.633239
EPB41	P11171	0.420513	+	4.3683399999999999
EPB41L2	O43491	0.0290098	NA	0.20854600000000001
EPB41L5	Q9HCM4	0.49491	NA	0.55260900000000002
EPC1	Q9H2F5	0.195776	NA	0.43489100000000003
EPC2	Q52LR7	0.467435	NA	0.75558599999999998
EPCAM	P16422	0.211226	NA	0.204064
EPDR1	Q9UM22	0	NA	NaN
EPHB4	P54760	0.507711	+	1.3079400000000001
EPHX1	P07099	0.0693388	NA	0.27333800000000003
EPHX2	P34913	0.451635	+	2.8426
EPM2AIP1	Q7L775	0.501608	+	3.0239600000000002
EPN1	Q9Y6I3	0.254999	NA	0.94820800000000005
EPN3	Q9H201	-0.0769167	NA	0.11416800000000001
EPPK1	P58107	0.358841	+	4.7390600000000003
EPS15	P42566	0.0450134	NA	0.68209799999999998
EPS15L1	Q9UBC2	-0.118098	NA	1.2970999999999999
EPX	P11678	-0.724297	+	3.3428800000000001
ERAL1	O75616	-0.256126	+	2.4855499999999999
ERAP1	Q9NZ08	0.0616236	NA	0.366622
ERC1	Q8IUD2	-0.419257	NA	0.624587
ERCC1	P07992	-0.0445604	NA	7.6130600000000007E-2
ERCC2	P18074	-0.0178499	NA	0.28578300000000001
ERCC3	P19447	-0.103979	NA	0.38950099999999999
ERCC4	Q92889	0.416879	NA	0.92572900000000002
ERCC5	P28715	-0.702366	NA	0.42171399999999998
ERCC6L	Q2NKX8	-0.529689	+	1.7557700000000001
ERF	P50548	0.898412	+	3.12303
ERGIC1	Q969X5	0.253284	NA	0.57526900000000003
ERGIC2	Q96RQ1	-0.350517	NA	0.73943999999999999
ERGIC3	Q9Y282	-0.215407	NA	0.49258800000000003
ERH	P84090	0.34138	NA	0.66789100000000001
ERI1	Q8IV48	-0.334561	+	2.8858899999999998
ERI3	O43414	0.28707	NA	1.2603500000000001
ERICH1	Q86X53	0.133402	NA	0.150066
ERLEC1	Q96DZ1	0.297732	+	1.94143
ERLIN1	O75477	-0.0682378	NA	0.68657599999999996
ERLIN2	O94905	0.32928	+	2.6819500000000001
ERMAP	Q96PL5	3.32709	+	2.7160700000000002
ERMP1	Q7Z2K6	0.206191	NA	1.4157900000000001
ERP29	P30040	0.261075	NA	1.51285
ERP44	Q9BS26	0.124705	NA	1.1468100000000001
ESCO2	Q56NI9	-0.786591	+	2.3320400000000001
ESD	P10768	0.117531	NA	0.91139199999999998
ESF1	Q9H501	-1.00666	+	3.19659
ESPL1	Q14674	-0.0747721	NA	4.5473399999999997E-2
ESPN	B1AK53	0.669112	NA	0.72636000000000001
ESRRA	P11474	-0.290859	NA	0.69968799999999998
ESRRB	O95718	-0.393471	NA	0.24540200000000001
ESYT1	Q9BSJ8	-0.259931	+	4.4690500000000002
ESYT2	A0FGR8	0.123108	NA	1.84758
ETF1	P62495	-0.285957	+	2.6478100000000002
ETFA	P13804	0.489058	+	4.5077699999999998
ETFB	P38117	0.556656	+	4.06473
ETFDH	Q16134	0.496558	+	4.6691000000000003
ETHE1	O95571	0.68952	+	1.8196300000000001
ETNK1	Q9HBU6	-0.438421	NA	1.0177799999999999
ETNPPL	Q8TBG4	0	NA	NaN
ETV6	P41212	0.0132661	NA	3.2098700000000001E-2
EVI2B	P34910	-0.848619	+	1.00118
EWSR1	Q01844	0.135091	NA	0.70321100000000003
EXD2	Q9NVH0	0.555709	+	1.79636
EXO1	Q9UQ84	-1.10766	+	2.3295300000000001
EXOC1	Q9NV70	0.29304	NA	1.53911
EXOC2	Q96KP1	0.294159	+	3.5861399999999999
EXOC3	O60645	0.221636	+	2.9140899999999998
EXOC4	Q96A65	0.28959	+	3.6137700000000001
EXOC5	O00471	0.165524	NA	1.2830699999999999
EXOC6	Q8TAG9	-0.155969	NA	1.1017300000000001
EXOC7	Q9UPT5	0.190752	NA	1.18597
EXOC8	Q8IYI6	-0.0114999	NA	4.9130199999999999E-2
EXOG	Q9Y2C4	1.12106	+	1.0542
EXOSC1	Q9Y3B2	-0.0472937	NA	0.21412700000000001
EXOSC10	Q01780	-0.12575	NA	1.8063899999999999
EXOSC2	Q13868	-0.0737681	NA	0.31325999999999998
EXOSC3	Q9NQT5	-0.089479	NA	0.53976999999999997
EXOSC4	Q9NPD3	-0.0788894	NA	1.3544099999999999
EXOSC5	Q9NQT4	-0.022428	NA	0.122143
EXOSC6	Q5RKV6	-0.046701	NA	0.243594
EXOSC7	Q15024	0.0328598	NA	0.19661600000000001
EXOSC8	Q96B26	-0.0856676	NA	0.44337799999999999
EXOSC9	Q06265	-0.384163	+	1.49089
EXT2	Q93063	-0.510591	+	2.4965000000000002
EXTL2	Q9UBQ6	-0.2075	NA	0.81980799999999998
EYA3	Q99504	-0.459876	+	2.9584899999999998
EZH2	Q15910	-0.216879	NA	0.910084
EZR	P15311	-0.027318	NA	0.24576600000000001
F11R	Q9Y624	0.659257	+	3.5638100000000001
F2RL3	Q96RI0	-1.17536	+	1.27094
FABP5	Q01469	-0.561226	+	3.57829
FADD	Q13158	-0.296145	NA	1.3423099999999999
FADS1	O60427	0.248904	NA	1.89751
FADS2	O95864	0	NA	NaN
FADS3	Q9Y5Q0	0.955448	+	3.4633500000000002
FAF1	Q9UNN5	-0.165408	NA	2.7238199999999999
FAF2	Q96CS3	0.037436	NA	0.12778600000000001
FAH	P16930	-0.0200667	NA	8.0978400000000006E-2
FAHD1	Q6P587	0.435432	NA	1.0361
FAHD2A	Q96GK7	0.699596	+	3.12053
FAIM	Q9NVQ4	-1.23174	+	2.0740400000000001
FAM102B	Q5T8I3	0.656345	+	2.2679399999999998
FAM107B	Q9H098	0	NA	NaN
FAM114A2	Q9NRY5	-0.00211668	NA	9.1551800000000006E-3
FAM117A	Q9C073	-0.45552	+	1.411
FAM118A	Q9NWS6	0.627884	NA	0.71138100000000004
FAM118B	Q9BPY3	0.456397	NA	0.986402
FAM120A	Q9NZB2	-0.0395246	NA	0.30036299999999999
FAM120B	Q96EK7	0.0796061	NA	0.37359100000000001
FAM126A	Q9BYI3	0.212	NA	0.53467299999999995
FAM133A	Q8N9E0	0	NA	NaN
FAM136A	Q96C01	-0.103329	NA	8.7698700000000004E-2
FAM162A	Q96A26	0.0934691	NA	0.879687
FAM172A	Q8WUF8	1.4983900000000001	+	1.5982000000000001
FAM177A1	Q8N128	-0.613213	+	1.40316
FAM193A	P78312	-0.461744	NA	0.442222
FAM20B	O75063	0.316895	+	3.2314600000000002
FAM210A	Q96ND0	0.671157	+	1.8237099999999999
FAM210B	Q96KR6	1.15641	+	1.1431199999999999
FAM3A	P98173	0.667412	NA	0.29326000000000002
FAM3C	Q92520	-0.934077	+	4.8292799999999998
FAM50A	Q14320	0.0610862	NA	0.28311500000000001
FAM76A	Q8TAV0	-0.561493	NA	0.29592600000000002
FAM76B	Q5HYJ3	-0.159233	NA	0.38288299999999997
FAM83A	Q86UY5	-0.100267	NA	0.17958399999999999
FAM83D	Q9H4H8	-0.149545	NA	0.27387099999999998
FAM83H	Q6ZRV2	-0.716068	NA	0.62430300000000005
FAM8A1	Q9UBU6	0.00246263	NA	4.5336400000000002E-3
FAM91A1	Q658Y4	-0.290936	NA	1.3175300000000001
FAM98A	Q8NCA5	-0.736911	+	3.8616199999999998
FAM98B	Q52LJ0	0.227538	+	2.7377199999999999
FANCA	O15360	-0.168097	NA	0.18051500000000001
FANCD2	Q9BXW9	-0.634634	+	2.0681699999999998
FANCG	O15287	-0.115355	NA	0.17074
FANCI	Q9NVI1	-0.852548	+	4.72309
FAR1	Q8WVX9	-1.2295	+	4.3017399999999997
FARS2	O95363	0.0205216	NA	6.2262699999999997E-2
FARSA	Q9Y285	-0.157671	NA	2.09754
FARSB	Q9NSD9	-0.0375414	NA	0.53637299999999999
FASN	P49327	-0.648291	+	5.7155800000000001
FASTKD1	Q53R41	0.0443249	NA	0.24188899999999999
FASTKD2	Q9NYY8	-0.518632	+	2.41689
FASTKD5	Q7L8L6	-0.18285	NA	1.6569100000000001
FAT1	Q14517	-1.67242	+	1.0412399999999999
FAT3	Q8TDW7	-0.23419	NA	1.2976700000000001
FAXDC2	Q96IV6	1.71512	+	2.0212400000000001
FBF1	Q8TES7	-0.619168	NA	0.16669200000000001
FBL	P22087	0.221649	NA	0.83288700000000004
FBLIM1	Q8WUP2	0	NA	NaN
FBRS	Q9HAH7	-0.178578	NA	0.364367
FBXL12	Q9NXK8	-0.116103	NA	0.36187599999999998
FBXL15	Q9H469	0.513885	+	2.2902
FBXL18	Q96D16	0.169046	NA	0.56511100000000003
FBXL19	Q6PCT2	1.08604	NA	0.58795200000000003
FBXL20	Q96IG2	0.806816	+	2.8991799999999999
FBXL6	Q8N531	0.449716	NA	0.50223200000000001
FBXL8	Q96CD0	1.2788	+	1.99352
FBXO22	Q8NEZ5	-0.860675	+	3.3938899999999999
FBXO28	Q9NVF7	-0.788407	NA	0.79832000000000003
FBXO3	Q9UK99	-0.461435	NA	1.00224
FBXO30	Q8TB52	-0.426691	+	1.8986499999999999
FBXO38	Q6PIJ6	-0.00345993	NA	7.7305000000000004E-3
FBXO4	Q9UKT5	0.089808	NA	0.24313000000000001
FBXO42	Q6P3S6	-0.426563	+	1.94876
FBXO45	P0C2W1	-0.427857	+	1.73271
FBXO5	Q9UKT4	-0.802704	+	2.7704300000000002
FBXO6	Q9NRD1	0.305614	+	1.72984
FBXO7	Q9Y3I1	-0.0432401	NA	0.13999900000000001
FBXW11	Q9UKB1	-1.36561	+	2.0470000000000002
FBXW8	Q8N3Y1	0.260829	NA	0.28756599999999999
FCF1	Q9Y324	-0.505637	+	2.1715200000000001
FCGR2A	P12318	-0.294207	NA	1.2303200000000001
FCHO1	O14526	0.360368	NA	0.86937299999999995
FCHO2	Q0JRZ9	0.0532956	NA	0.234074
FCHSD1	Q86WN1	0.154284	NA	0.33671099999999998
FDFT1	P37268	-0.549767	+	3.9935299999999998
FDPS	P14324	0.070848	NA	0.37363400000000002
FDX1	P10109	-0.470337	+	2.5680399999999999
FDXR	P22570	0.322073	+	2.0315099999999999
FECH	P22830	1.3737	+	6.23604
FEM1B	Q9UK73	-1.48644	+	3.37839
FEN1	P39748	0.103364	NA	0.87826300000000002
FER	P16591	0.182705	NA	0.83546600000000004
FERMT3	Q86UX7	-0.0926151	NA	1.11422
FES	P07332	0	NA	NaN
FGD3	Q5JSP0	0	NA	NaN
FGF2	P09038	-0.327375	NA	1.1705399999999999
FGFR1OP2	Q9NVK5	-0.590857	+	1.7539800000000001
FGFR2	P21802	-2.0463	+	0.89751099999999995
FH	P07954	0.305407	+	2.7187899999999998
FHL3	Q13643	-0.378396	NA	0.71054200000000001
FHOD1	Q9Y613	-0.249361	+	2.7163599999999999
FIBP	O43427	-0.0312133	NA	9.6232200000000004E-2
FIG4	Q92562	0.507342	NA	0.47911100000000001
FIGNL1	Q6PIW4	-1.02794	+	3.3702000000000001
FILIP1L	Q4L180	-0.0216753	NA	1.19633E-2
FIP1L1	Q6UN15	-0.036696	NA	0.29277399999999998
FIS1	Q9Y3D6	0.434729	+	3.71468
FKBP14	Q9NWM8	0.181128	NA	0.14501600000000001
FKBP15	Q5T1M5	0.0896993	NA	0.54525800000000002
FKBP1A	P62942	0.427781	NA	0.69204100000000002
FKBP2	P26885	0.299686	NA	0.77752600000000005
FKBP3	Q00688	0.115336	NA	0.298896
FKBP4	Q02790	-0.369676	+	3.1002900000000002
FKBP5	Q13451	0.268701	+	3.4376899999999999
FKBP7	Q9Y680	-0.403161	NA	0.79354499999999994
FKBP8	Q14318	0.278993	NA	1.54223
FKBP9	O95302	0.245477	NA	0.62795299999999998
FKBPL	Q9UIM3	-0.335208	NA	0.66091
FKRP	Q9H9S5	-0.554262	+	1.5070300000000001
FLAD1	Q8NFF5	0.065268	NA	0.25081599999999998
FLCN	Q8NFG4	0.16124	NA	1.2782
FLI1	Q01543	0	NA	NaN
FLII	Q13045	0.0854306	NA	1.7788299999999999
FLNA	P21333	0.0934172	NA	2.1685599999999998
FLNB	O75369	0.0587549	NA	2.3243900000000002
FLNC	Q14315	0.0530624	NA	0.58372400000000002
FLOT1	O75955	0.510683	+	5.3716699999999999
FLOT2	Q14254	0.674831	+	4.6066799999999999
FLT3	P36888	0	NA	NaN
FLVCR1	Q9Y5Y0	-0.302192	NA	0.29799199999999998
FLYWCH1	Q4VC44	0.756844	+	1.0516799999999999
FMNL1	O95466	-0.276208	+	2.58372
FMR1	Q06787	0.550407	+	2.6307200000000002
FN1	P02751	0.879675	+	1.74414
FN3K	Q9H479	1.09579	+	5.7129000000000003
FN3KRP	Q9HA64	0.157673	NA	0.993672
FNBP1	Q96RU3	-0.708587	+	1.7403999999999999
FNBP1L	Q5T0N5	-0.526564	NA	0.48610900000000001
FNBP4	Q8N3X1	-0.0837355	NA	0.28653299999999998
FNDC3A	Q9Y2H6	-0.532617	+	1.7320199999999999
FNDC3B	Q53EP0	-0.707507	+	3.0207099999999998
FNIP1	Q8TF40	-0.829217	+	1.2736099999999999
FNTA	P49354	-0.0851231	NA	0.61938599999999999
FNTB	P49356	-2.46187	+	1.8246100000000001
FOSL2	P15408	0	NA	NaN
FOXJ3	Q9UPW0	0.0115643	NA	1.02378E-2
FOXK1	P85037	0.41388200000000003	+	2.2431399999999999
FOXK2	Q01167	-0.320726	NA	0.91221099999999999
FOXL2	P58012	0.399065	NA	0.338588
FOXP1	Q9H334	0.793299	NA	0.79442900000000005
FOXRED1	Q96CU9	0.548939	+	3.8186900000000001
FPGS	Q05932	-1.16519	+	3.5071599999999998
FPGT	O14772	0.167378	NA	0.44719500000000001
FRA10AC1	Q70Z53	0.0693896	NA	2.79393E-2
FRG1	Q14331	-0.120988	NA	0.56752899999999995
FRK	P42685	-0.268066	NA	0.67813699999999999
FRMD8	Q9BZ67	0.875155	NA	0.63107599999999997
FRMPD3	Q5JV73	-0.148923	NA	4.5774299999999997E-2
FRRS1	Q6ZNA5	-0.242765	NA	1.8157300000000001
FRYL	O94915	0.0281019	NA	6.9167599999999996E-2
FSCN1	Q16658	0.125754	NA	1.79653
FSIP2	Q5CZC0	0.308384	NA	0.61247099999999999
FTH1	P02794	0.0638318	NA	0.28852800000000001
FTL	P02792	-0.643524	+	3.21631
FTO	Q9C0B1	-0.0840688	NA	0.57398300000000002
FTSJ1	Q9UET6	-0.412493	+	1.2861199999999999
FTSJ3	Q8IY81	-0.417517	+	4.6571600000000002
FUBP1	Q96AE4	-0.171575	NA	2.6578200000000001
FUBP3	Q96I24	0.0351191	NA	0.18090800000000001
FUCA1	P04066	1.08171	+	4.16256
FUCA2	Q9BTY2	0.364792	+	1.6654599999999999
FUNDC1	Q8IVP5	-1.1242	+	0.91024899999999997
FUNDC2	Q9BWH2	-0.142809	NA	0.341362
FURIN	P09958	1.56453	+	3.91438
FUS	P35637	-0.103683	NA	0.38796799999999998
FUT8	Q9BYC5	-0.377392	NA	1.2406900000000001
FXN	Q16595	0.121717	NA	0.47060800000000003
FXR1	P51114	-0.318288	+	7.2755299999999998
FXR2	P51116	-0.330808	+	2.42578
FYCO1	Q9BQS8	-0.00616312	NA	1.1371300000000001E-2
FYTTD1	Q96QD9	0.294961	NA	0.78631200000000001
FZR1	Q9UM11	-0.259808	NA	0.24021000000000001
G3BP1	Q13283	-0.448482	+	1.7627600000000001
G3BP2	Q9UN86	-0.37636	+	2.6789999999999998
G6PD	P11413	0.289815	+	2.4147099999999999
GAA	P10253	0.925473	NA	0.71993399999999996
GAB1	Q13480	1.52165	+	3.0284300000000002
GAB2	Q9UQC2	-0.125187	NA	0.41182299999999999
GABARAP	O95166	0.494635	NA	0.55841099999999999
GABARAPL1	Q9H0R8	0	NA	NaN
GABARAPL2	P60520	-0.593888	+	3.3480400000000001
GABPA	Q06546	0.140651	NA	1.13039
GABPB1	Q06547	-0.594617	NA	0.45831
GABPB2	Q8TAK5	-0.737393	NA	0.39580900000000002
GADD45GIP1	Q8TAE8	0.363746	NA	0.56131699999999995
GAK	O14976	-0.125419	NA	0.96074800000000005
GALC	P54803	1.0012	+	2.8548399999999998
GALE	Q14376	0.133996	NA	1.1886000000000001
GALK1	P51570	0.25117	+	3.9639000000000002
GALK2	Q01415	0.174773	NA	0.48499100000000001
GALM	Q96C23	0.566987	+	3.9676800000000001
GALNT1	Q10472	0.22175	NA	1.98617
GALNT10	Q86SR1	0.443234	NA	0.439031
GALNT12	Q8IXK2	0.115693	NA	0.55025000000000002
GALNT2	Q10471	0.289396	+	3.0395599999999998
GALNT5	Q7Z7M9	0.523778	+	2.8505600000000002
GALNT6	Q8NCL4	1.22606	+	2.6418499999999998
GALNT7	Q86SF2	-0.222667	+	2.9331900000000002
GALT	P07902	0.70791	+	2.5363500000000001
GAMT	Q14353	0.258295	NA	1.8636299999999999
GAN	Q9H2C0	-0.0701561	NA	0.196912
GANAB	Q14697	0.204023	NA	2.02366
GAPDH	P04406	-0.289116	+	2.7561200000000001
GAPDHS	O14556	0	NA	NaN
GAPVD1	Q14C86	0.118219	NA	2.0535800000000002
GAR1	Q9NY12	0.0859227	NA	0.15098
GART	P22102	-0.182827	NA	2.24823
GATA1	P15976	0.332425	+	1.74899
GATA2	P23769	0.0265684	NA	1.2009199999999999E-2
GATAD2A	Q86YP4	-0.377702	+	3.09429
GATAD2B	Q8WXI9	-0.0069499	NA	4.1764500000000003E-2
GATC	O43716	-1.15039	+	1.9195199999999999
GBA	A0A068F658	1.28999	+	5.34328
GBE1	Q04446	0.0537658	NA	0.338806
GBF1	Q92538	-0.0837774	NA	0.402175
GBP4	Q96PP9	0	NA	NaN
GC	P02774	-0.664052	NA	0.95827399999999996
GCAT	O75600	0.360325	+	2.0081500000000001
GCC1	Q96CN9	-0.0926661	NA	0.26812999999999998
GCC2	Q8IWJ2	-0.0551171	NA	0.180476
GCDH	Q92947	0.0821223	NA	0.322882
GCFC2	P16383	-0.595857	+	2.2768899999999999
GCH1	P30793	0	NA	NaN
GCHFR	P30047	0.842948	+	3.6876099999999998
GCK	P35557	0	NA	NaN
GCLC	P48506	0.723983	+	3.9712900000000002
GCLM	P48507	-0.125213	NA	1.08744
GCSH	P23434	0.177962	NA	1.0912500000000001
GDA	Q9Y2T3	0.64118	NA	0.59353699999999998
GDAP1	Q8TB36	-0.563823	+	1.5079100000000001
GDAP2	Q9NXN4	0.139984	NA	0.77538099999999999
GDE1	Q9NZC3	0.949387	+	1.2442200000000001
GDI1	P31150	0.0699387	NA	0.97737700000000005
GDI2	P50395	-0.0830746	NA	0.61575000000000002
GDPD1	Q8N9F7	0.819561	+	3.1696399999999998
GDPGP1	Q6ZNW5	0.916764	+	5.4301899999999996
GEMIN2	O14893	-0.11659	NA	0.82920499999999997
GEMIN4	P57678	-0.529281	+	3.3092199999999998
GEMIN5	Q8TEQ6	-0.72993	+	4.7995299999999999
GEMIN6	Q8WXD5	-0.662038	+	2.3325
GEMIN8	Q9NWZ8	-0.381333	NA	0.78029899999999996
GEN1	Q17RS7	0	NA	NaN
GET4	Q7L5D6	-0.134827	NA	1.36894
GFER	P55789	0.233642	NA	0.29575499999999999
GFI1B	Q5VTD9	1.34611	+	3.8450199999999999
GFM1	Q96RP9	-0.245945	+	2.5537100000000001
GFM2	Q969S9	0.312228	NA	1.1906000000000001
GFOD1	Q9NXC2	0	NA	NaN
GFPT1	Q06210	-0.219887	+	3.00285
GGA1	Q9UJY5	-0.127388	NA	0.47735300000000003
GGA2	Q9UJY4	-0.0239191	NA	9.8783700000000002E-2
GGA3	Q9NZ52	0.00421476	NA	1.0818299999999999E-2
GGACT	Q9BVM4	0.530278	+	1.72105
