gene_name	UNIPROT	difference	significant	logpval
EIF1B	O60739	-1.84121	+	2.1719300000000001
EIF2A	Q9BY44	-0.20335500000000001	+	1.62927
EIF2AK1	Q9BQI3	-0.42105399999999998	NA	0.40375100000000003
EIF2AK2	P19525	-3.0450900000000001	+	1.8097000000000001
EIF2AK4	Q9P2K8	-1.3150200000000001	+	1.5588599999999999
EIF2B1	Q14232	-0.95895900000000001	+	5.1148499999999997
EIF2B2	P49770	0.242788	NA	0.85216199999999998
EIF2B3	Q9NR50	-0.48315599999999997	+	4.46896
EIF2B4	Q9UI10	-2.57025E-2	NA	0.15013599999999999
EIF2B5	Q13144	-0.22462599999999999	NA	0.82809500000000003
EIF2D	P41214	-0.41831400000000002	NA	0.56530400000000003
EIF2S1	P05198	0.28596199999999999	+	4.8331799999999996
EIF2S2	P20042	6.8615399999999993E-2	NA	0.379855
EIF2S3	P41091	-0.43490200000000001	+	2.2028599999999998
EIF3A	Q14152	0.65685099999999996	+	5.6889099999999999
EIF3B	P55884	0.16276199999999999	NA	2.14446
EIF3C	Q99613	1.75776	+	0.74876699999999996
EIF3D	O15371	0.65375399999999995	+	6.7927499999999998
EIF3E	P60228	0.55627099999999996	+	4.0823700000000001
EIF3F	O00303	0.47203899999999999	+	4.8056000000000001
EIF3G	O75821	0.127224	NA	0.85074399999999994
EIF3H	O15372	0.58618999999999999	+	5.2435
EIF3I	Q13347	2.97031E-2	NA	0.58232799999999996
EIF3J	O75822	-0.48796699999999998	+	2.0709300000000002
EIF3K	Q9UBQ5	-0.16564499999999999	+	2.1745000000000001
EIF3L	Q9Y262	0.68939099999999998	+	5.7720200000000004
EIF3M	Q7L2H7	0.203349	+	4.05389
EIF4A1	P60842	0.42387200000000003	+	3.1822300000000001
EIF4A2	Q14240	-3.3306200000000001	+	9.0881000000000007
EIF4A3	P38919	-4.16522E-2	NA	0.739618
EIF4B	P23588	-1.7704999999999999E-2	NA	8.8174600000000006E-2
EIF4E	P06730	-0.147199	NA	0.95199400000000001
EIF4E2	O60573	0.327322	+	2.4113099999999998
EIF4E3	Q8N5X7	1.3679699999999999	+	2.4014500000000001
EIF4ENIF1	Q9NRA8	1.18485	+	3.0175299999999998
EIF4G1	Q04637	-4.7260299999999998E-2	NA	0.56115099999999996
EIF4G2	P78344	-0.27745199999999998	+	4.5591799999999996
EIF4G3	O43432	1.09107	+	6.7063499999999996
EIF4H	Q15056	-0.71158600000000005	+	2.5645600000000002
EIF5	P55010	-0.71235300000000001	+	5.0657300000000003
EIF5A	P63241	0.42860999999999999	+	1.7666999999999999
EIF5B	O60841	-0.71441399999999999	+	4.9589400000000001
EIF6	P56537	-0.70792200000000005	+	3.7627100000000002
ELAC2	Q9BQ52	3.1254299999999999E-2	NA	0.191137
ELAVL1	Q15717	0.193441	+	2.7483499999999998
ELF2	Q15723	-0.85198499999999999	+	1.47506
ELL	P55199	0.247997	+	1.1918800000000001
ELMO1	Q92556	3.5886200000000001	+	2.78037
ELMO2	Q96JJ3	-0.21381	+	1.67072
ELMOD2	Q8IZ81	-3.0748500000000001	+	4.0550600000000001
ELOF1	P60002	-0.597723	NA	0.61893500000000001
ELOVL1	Q9BW60	-3.37392	+	3.7661899999999999
ELOVL5	Q9NYP7	-0.56426299999999996	+	2.3199999999999998
ELP2	Q6IA86	0.206126	+	1.5740499999999999
ELP3	Q9H9T3	0.185636	NA	1.3504799999999999
ELP4	Q96EB1	-0.46673799999999999	NA	0.30105999999999999
ELP5	Q8TE02	-4.23109	+	7.5426000000000002
ELP6	Q0PNE2	-1.83694	+	1.1083799999999999
EMC1	Q8N766	0.11747199999999999	NA	1.60887
EMC10	Q5UCC4	-3.8993099999999998	+	4.0562500000000004
EMC2	Q15006	0.50478800000000001	+	3.6002700000000001
EMC3	Q9P0I2	0.61259600000000003	+	2.3820100000000002
EMC4	Q5J8M3	0.47063700000000003	+	5.3101099999999999
EMC6	Q9BV81	0.54518999999999995	+	3.2069000000000001
EMC7	Q9NPA0	0.28894799999999998	NA	0.93217099999999997
EMC8	O43402	0.82100899999999999	+	3.2109899999999998
EMD	P50402	-1.6629100000000001	+	6.1821799999999998
EME1	Q96AY2	0.248497	NA	0.231687
EMG1	Q92979	0.53596200000000005	+	4.97105
EMILIN1	Q9Y6C2	2.5937299999999999	+	4.0269899999999996
EMILIN2	Q9BXX0	4.6415499999999996	+	5.0682200000000002
EML2	O95834	0.67979000000000001	+	4.5849099999999998
EML3	Q32P44	0.35076600000000002	+	2.9447800000000002
EML4	Q9HC35	-0.17724100000000001	+	1.9144099999999999
EMP3	P54852	-7.4771299999999998	+	5.7254800000000001
ENAH	Q8N8S7	2.7347100000000002	+	4.9153900000000004
ENDOD1	O94919	-3.5928800000000001	+	6.1328899999999997
ENDOG	Q14249	-5.5246300000000002	+	5.9970100000000004
ENGASE	Q8NFI3	-1.7597	+	2.2259199999999999
ENO1	P06733	-1.0095700000000001	+	4.6783700000000001
ENO2	P09104	6.9276099999999996	+	10.2159
ENO3	P13929	1.8066800000000001	+	3.4362900000000001
ENOPH1	Q9UHY7	0.45415299999999997	+	2.6377299999999999
ENOSF1	Q7L5Y1	-0.67325500000000005	+	1.3115300000000001
ENPP2	Q13822	-1.72546	+	0.92730199999999996
ENPP3	O14638	-3.1341399999999999	+	4.3474300000000001
ENSA	O43768	-3.7440099999999998	+	2.3904299999999998
ENTPD7	Q9NQZ7	0.30833700000000003	NA	0.23595099999999999
ENY2	Q9NPA8	-1.2860499999999999	+	1.5525500000000001
EOGT	Q5NDL2	-0.27620499999999998	NA	0.32118099999999999
EP300	Q09472	0.485765	+	3.2729200000000001
EP400	Q96L91	-0.24840599999999999	NA	0.44222699999999998
EPB41	P11171	-1.2537400000000001	+	7.3002500000000001
EPB41L2	O43491	-0.89559100000000003	+	7.0046099999999996
EPB41L5	Q9HCM4	1.8047599999999999	+	2.4620099999999998
EPC1	Q9H2F5	-0.34103499999999998	NA	0.47590399999999999
EPC2	Q52LR7	-0.38523499999999999	NA	0.44966499999999998
EPCAM	P16422	-2.3328500000000001	+	2.6505000000000001
EPDR1	Q9UM22	3.1136499999999998	+	3.9788999999999999
EPHB4	P54760	-2.11409	+	3.8300700000000001
EPHX1	P07099	-4.8416899999999998	+	3.8844699999999999
EPHX2	P34913	-2.72343	+	0.74489899999999998
EPM2AIP1	Q7L775	-0.67004900000000001	+	1.84398
EPN1	Q9Y6I3	-2.1049199999999999	+	3.44808
EPN3	Q9H201	-0.55770799999999998	NA	0.537026
EPPK1	P58107	-5.3707700000000003	+	5.6814299999999998
EPS15	P42566	-0.31968000000000002	+	3.2987899999999999
EPS15L1	Q9UBC2	2.6206E-2	NA	0.20599899999999999
EPX	P11678	1.16452	+	5.8411799999999996
ERAL1	O75616	-1.57687	+	7.0385600000000004
ERAP1	Q9NZ08	-0.39288899999999999	+	2.1025200000000002
ERC1	Q8IUD2	1.24675	+	2.8917700000000002
ERCC1	P07992	0.43585699999999999	+	0.84002900000000003
ERCC2	P18074	-1.4312800000000001	+	5.22499
ERCC3	P19447	-6.4632400000000007E-2	NA	0.36514999999999997
ERCC4	Q92889	0.35410799999999998	+	0.97924299999999997
ERCC5	P28715	-0.87344900000000003	+	0.68420400000000003
ERCC6L	Q2NKX8	0.52366599999999996	+	1.73793
ERF	P50548	0.49981199999999998	NA	0.65589900000000001
ERGIC1	Q969X5	1.5966899999999999	+	3.8917700000000002
ERGIC2	Q96RQ1	0.52979200000000004	+	1.09717
ERGIC3	Q9Y282	0.41844100000000001	+	2.2399100000000001
ERH	P84090	2.24695E-2	NA	7.4679200000000001E-2
ERI1	Q8IV48	0.456959	+	1.76509
ERI3	O43414	-1.3799399999999999	+	1.9984200000000001
ERICH1	Q86X53	1.9025300000000001	+	2.9534600000000002
ERLEC1	Q96DZ1	-0.57715899999999998	+	3.2808000000000002
ERLIN1	O75477	-2.01112	+	1.0612200000000001
ERLIN2	O94905	-1.3641300000000001	+	5.1548999999999996
ERMAP	Q96PL5	-6.5091599999999999E-2	NA	3.4473999999999998E-2
ERMP1	Q7Z2K6	0.32358399999999998	+	1.78285
ERP29	P30040	-1.03274	+	4.3135899999999996
ERP44	Q9BS26	-0.76676999999999995	+	3.8913000000000002
ESCO2	Q56NI9	-0.47588999999999998	NA	0.21435999999999999
ESD	P10768	-0.46609499999999998	+	2.66215
ESF1	Q9H501	0.83953999999999995	+	2.6564999999999999
ESPL1	Q14674	0.84630099999999997	+	0.92708900000000005
ESPN	B1AK53	0	NA	NaN
ESRRA	P11474	0.28036699999999998	NA	0.30741600000000002
ESRRB	O95718	-1.24437	+	0.85035400000000005
ESYT1	Q9BSJ8	-1.0971299999999999	+	6.2849599999999999
ESYT2	A0FGR8	-0.89916799999999997	+	6.3574599999999997
ETF1	P62495	9.7045900000000008E-3	NA	7.6064300000000001E-2
ETFA	P13804	-0.28702699999999998	+	3.9165399999999999
ETFB	P38117	-0.46339200000000003	+	2.8098200000000002
ETFDH	Q16134	0.57026299999999996	+	3.5490400000000002
ETHE1	O95571	-0.40043600000000001	NA	0.13671800000000001
ETNK1	Q9HBU6	1.3666400000000001	+	3.12391
ETNPPL	Q8TBG4	1.8174699999999999	+	1.11991
ETV6	P41212	1.79061	+	5.5800999999999998
EVI2B	P34910	-2.3968500000000001	+	2.52888
EWSR1	Q01844	-0.23833599999999999	+	1.84971
EXD2	Q9NVH0	-1.6074900000000001	+	4.1558299999999999
EXO1	Q9UQ84	-1.0638000000000001	+	2.9136899999999999
EXOC1	Q9NV70	-0.70183899999999999	+	3.8953000000000002
EXOC2	Q96KP1	-0.70783399999999996	+	4.4702200000000003
EXOC3	O60645	-0.83347400000000005	+	4.8509000000000002
EXOC4	Q96A65	-0.55605000000000004	+	3.5948000000000002
EXOC5	O00471	-0.185247	NA	1.6947700000000001
EXOC6	Q8TAG9	-0.36798199999999998	+	1.5733200000000001
EXOC7	Q9UPT5	-6.2797500000000006E-2	NA	0.23839399999999999
EXOC8	Q8IYI6	-1.5901599999999998E-2	NA	5.1178800000000003E-2
EXOG	Q9Y2C4	-0.99165899999999996	NA	0.61861999999999995
EXOSC1	Q9Y3B2	-0.249693	+	1.71949
EXOSC10	Q01780	-0.66588000000000003	+	5.3596599999999999
EXOSC2	Q13868	-0.39322400000000002	+	3.1355499999999998
EXOSC3	Q9NQT5	-0.53511399999999998	+	3.8245900000000002
EXOSC4	Q9NPD3	-0.76810199999999995	+	5.9241099999999998
EXOSC5	Q9NQT4	-0.69316599999999995	+	3.2132700000000001
EXOSC6	Q5RKV6	-0.24621699999999999	+	1.92754
EXOSC7	Q15024	-0.46159699999999998	+	3.7842799999999999
EXOSC8	Q96B26	-0.28630800000000001	+	3.1128
EXOSC9	Q06265	-0.64221399999999995	+	5.0377599999999996
EXT2	Q93063	-1.1299699999999999	NA	0.51593199999999995
EXTL2	Q9UBQ6	-1.76386	+	2.8592399999999998
EYA3	Q99504	0.16198399999999999	NA	1.42594
EZH2	Q15910	2.38528E-2	NA	7.1555499999999994E-2
EZR	P15311	-0.79269999999999996	+	5.4577900000000001
F11R	Q9Y624	-3.7003300000000001	+	4.4630000000000001
F2RL3	Q96RI0	-0.93920199999999998	+	1.2330300000000001
FABP5	Q01469	1.4869600000000001	+	5.2255200000000004
FADD	Q13158	0.87758700000000001	+	3.1695799999999998
FADS1	O60427	-0.59872499999999995	+	4.33908
FADS2	O95864	0.98341100000000004	+	1.0421
FADS3	Q9Y5Q0	-1.4561500000000001	+	3.1683599999999998
FAF1	Q9UNN5	-0.89019800000000004	+	6.29176
FAF2	Q96CS3	-0.81251499999999999	+	2.9870700000000001
FAH	P16930	-4.3112399999999997	+	2.6065999999999998
FAHD1	Q6P587	-1.3946400000000001	+	2.5259499999999999
FAHD2A	Q96GK7	-4.4695	+	4.6863999999999999
FAIM	Q9NVQ4	1.85284	+	4.3994799999999996
FAM102B	Q5T8I3	-0.11788700000000001	NA	0.122463
FAM107B	Q9H098	1.5182800000000001	+	1.0757000000000001
FAM114A2	Q9NRY5	-0.62919700000000001	+	3.7155499999999999
FAM117A	Q9C073	-1.23993	+	1.85232
FAM118A	Q9NWS6	-0.63753199999999999	+	0.81186700000000001
FAM118B	Q9BPY3	-0.73739699999999997	+	0.73203399999999996
FAM120A	Q9NZB2	0.777227	+	5.7455499999999997
FAM120B	Q96EK7	-2.1315400000000002	+	5.1395900000000001
FAM126A	Q9BYI3	1.34097	+	3.85236
FAM133A	Q8N9E0	5.9867099999999999E-2	NA	4.1934800000000001E-2
FAM136A	Q96C01	-2.8907400000000001	+	3.5561400000000001
FAM162A	Q96A26	0.37371599999999999	+	1.5209999999999999
FAM172A	Q8WUF8	4.0375800000000002	+	3.96984
FAM177A1	Q8N128	-0.77234899999999995	+	1.3986000000000001
FAM193A	P78312	1.4078900000000001	+	1.8560700000000001
FAM20B	O75063	-1.07084	+	3.23482
FAM210A	Q96ND0	-0.16895099999999999	NA	0.11085100000000001
FAM210B	Q96KR6	-0.92759400000000003	+	0.761853
FAM3A	P98173	-0.70651200000000003	NA	0.50949199999999994
FAM3C	Q92520	2.0083099999999998	+	7.8647999999999998
FAM50A	Q14320	-0.40962300000000001	+	2.1671200000000002
FAM76A	Q8TAV0	-0.89060700000000004	+	0.99677499999999997
FAM76B	Q5HYJ3	1.0755699999999999	+	2.3259300000000001
FAM83A	Q86UY5	-1.13059	+	1.9794099999999999
FAM83D	Q9H4H8	-1.89517	+	2.4211299999999998
FAM83H	Q6ZRV2	0.610263	+	0.95486300000000002
FAM8A1	Q9UBU6	-0.56070600000000004	+	0.96018599999999998
FAM91A1	Q658Y4	-0.241816	NA	0.79146399999999995
FAM98A	Q8NCA5	0.68454999999999999	+	2.6768000000000001
FAM98B	Q52LJ0	-0.32314100000000001	+	1.0262
FANCA	O15360	0.37985600000000003	NA	0.32622800000000002
FANCD2	Q9BXW9	-1.75962	+	1.9957
FANCG	O15287	1.09715E-2	NA	1.1179700000000001E-2
FANCI	Q9NVI1	-1.3246100000000001	+	2.3778999999999999
FAR1	Q8WVX9	1.6129599999999999	+	5.6569000000000003
FARS2	O95363	-1.89192	+	1.4597899999999999
FARSA	Q9Y285	-0.48127999999999999	+	4.7501899999999999
FARSB	Q9NSD9	-0.59059099999999998	+	4.4211
FASN	P49327	-0.24412	+	4.4439200000000003
FASTKD1	Q53R41	-4.3426400000000003	+	4.0518099999999997
FASTKD2	Q9NYY8	-3.9435199999999999	+	3.21936
FASTKD5	Q7L8L6	-2.8626999999999998	+	3.11652
FAT1	Q14517	-1.33223	+	1.7287399999999999
FAT3	Q8TDW7	-0.31700899999999999	+	1.41317
FAXDC2	Q96IV6	0	NA	NaN
FBF1	Q8TES7	-1.6807399999999999	+	0.81077200000000005
FBL	P22087	0.37333	+	2.47296
FBLIM1	Q8WUP2	0.92780600000000002	+	1.27108
FBRS	Q9HAH7	-1.3605400000000001	+	1.8202400000000001
FBXL12	Q9NXK8	-2.3139799999999999	+	4.3513799999999998
FBXL15	Q9H469	1.53478	+	4.74
FBXL18	Q96D16	-1.0931999999999999	+	0.95123800000000003
FBXL19	Q6PCT2	0.58424299999999996	NA	0.575627
FBXL20	Q96IG2	-0.29716700000000001	+	2.0156399999999999
FBXL6	Q8N531	1.9150199999999999	+	1.9160299999999999
FBXL8	Q96CD0	0.45003199999999999	NA	0.58456600000000003
FBXO22	Q8NEZ5	0.293321	+	1.63476
FBXO28	Q9NVF7	0.41164299999999998	NA	0.537914
FBXO3	Q9UK99	0.46703099999999997	+	2.0429300000000001
FBXO30	Q8TB52	-0.47400599999999998	+	2.1070799999999998
FBXO38	Q6PIJ6	1.3331	+	3.5261399999999998
FBXO4	Q9UKT5	-0.84466699999999995	+	1.0785499999999999
FBXO42	Q6P3S6	-0.144812	NA	0.67544800000000005
FBXO45	P0C2W1	-0.48723499999999997	+	0.90863499999999997
FBXO5	Q9UKT4	-2.6907199999999998	+	3.2025299999999999
FBXO6	Q9NRD1	-2.6590699999999998	+	4.1842699999999997
FBXO7	Q9Y3I1	-1.29863	+	4.1661900000000003
FBXW11	Q9UKB1	0.56405400000000006	+	1.4541999999999999
FBXW8	Q8N3Y1	-0.97716800000000004	+	1.1248100000000001
FCF1	Q9Y324	0.415244	+	2.9062100000000002
FCGR2A	P12318	-4.8471900000000003	+	5.7254300000000002
FCHO1	O14526	4.82345E-2	NA	7.8785599999999997E-2
FCHO2	Q0JRZ9	-1.34225E-2	NA	4.1023200000000003E-2
FCHSD1	Q86WN1	-2.4339200000000001	+	3.8090700000000002
FDFT1	P37268	-4.4193600000000002	+	5.2222799999999996
FDPS	P14324	-0.77835299999999996	+	2.4143500000000002
FDX1	P10109	-1.3179700000000001	+	2.5207799999999998
FDXR	P22570	-2.1286800000000001	+	3.9681299999999999
FECH	P22830	-2.1844399999999999	+	4.4381199999999996
FEM1B	Q9UK73	0.107891	NA	0.143206
FEN1	P39748	0.17115900000000001	NA	1.2614000000000001
FER	P16591	-1.8903799999999999	+	2.3971399999999998
FERMT3	Q86UX7	0.29966300000000001	+	3.58582
FES	P07332	2.42517	+	2.0686
FGD3	Q5JSP0	1.2007099999999999	+	1.4969600000000001
FGF2	P09038	-0.76041199999999998	+	2.1385999999999998
FGFR1OP2	Q9NVK5	2.1839900000000001	+	4.4712800000000001
FGFR2	P21802	0.20747299999999999	NA	7.1682599999999999E-2
FH	P07954	-1.20774	+	5.1348900000000004
FHL3	Q13643	-1.68604	+	2.1306500000000002
FHOD1	Q9Y613	-1.8913	+	4.0348699999999997
FIBP	O43427	0.93232999999999999	+	4.0097899999999997
FIG4	Q92562	0.13102	NA	0.12657299999999999
FIGNL1	Q6PIW4	0.89913900000000002	+	4.3617499999999998
FILIP1L	Q4L180	0.187087	NA	0.116241
FIP1L1	Q6UN15	-0.61564799999999997	+	4.3674600000000003
FIS1	Q9Y3D6	-0.24155099999999999	+	2.16004
FKBP14	Q9NWM8	-0.42915700000000001	NA	0.56148799999999999
FKBP15	Q5T1M5	0.69927799999999996	+	4.5764899999999997
FKBP1A	P62942	0.85475999999999996	+	1.4981
FKBP2	P26885	0.10233	NA	0.21773500000000001
FKBP3	Q00688	0.120196	NA	0.47899999999999998
FKBP4	Q02790	0.96989400000000003	+	5.6589
FKBP5	Q13451	-0.84582400000000002	+	7.8305699999999998
FKBP7	Q9Y680	-0.38366499999999998	NA	0.46998699999999999
FKBP8	Q14318	0.61927200000000004	+	4.6095800000000002
FKBP9	O95302	-2.1166999999999998	+	2.4319700000000002
FKBPL	Q9UIM3	-1.8735299999999999	+	2.4106700000000001
FKRP	Q9H9S5	-0.95677900000000005	+	0.87415600000000004
FLAD1	Q8NFF5	-0.46266400000000002	+	1.31379
FLCN	Q8NFG4	-1.07714	+	3.2376900000000002
FLI1	Q01543	3.3247200000000001	+	2.49898
FLII	Q13045	0.31576799999999999	+	3.4721099999999998
FLNA	P21333	-0.75278	+	6.9820700000000002
FLNB	O75369	-1.1785099999999999	+	8.4356200000000001
FLNC	Q14315	-0.19284599999999999	NA	0.193274
FLOT1	O75955	-4.44421	+	2.77061
FLOT2	Q14254	-3.69042	+	1.64195
FLT3	P36888	4.5021199999999997	+	4.1011100000000003
FLVCR1	Q9Y5Y0	0.67698999999999998	+	1.02616
FLYWCH1	Q4VC44	0.68409900000000001	+	0.73336900000000005
FMNL1	O95466	0.26729399999999998	+	2.4992299999999998
FMR1	Q06787	-1.0095799999999999	+	2.1975699999999998
FN1	P02751	0.64187099999999997	+	1.41276
FN3K	Q9H479	-2.13307	+	1.23739
FN3KRP	Q9HA64	-1.78349	+	7.3387700000000002
FNBP1	Q96RU3	2.4954100000000001	+	4.8061699999999998
FNBP1L	Q5T0N5	0	NA	NaN
FNBP4	Q8N3X1	0.141648	NA	1.8563700000000001
FNDC3A	Q9Y2H6	0.87424999999999997	+	2.7899799999999999
FNDC3B	Q53EP0	-0.17926500000000001	NA	0.40197699999999997
FNIP1	Q8TF40	-0.69917799999999997	+	0.92933200000000005
FNTA	P49354	-0.172815	NA	1.2812399999999999
FNTB	P49356	0.65146700000000002	NA	0.362458
FOSL2	P15408	-0.95232899999999998	+	1.24102
FOXJ3	Q9UPW0	-0.138069	NA	0.278978
FOXK1	P85037	-0.76727199999999995	+	3.98848
FOXK2	Q01167	0.29940699999999998	NA	0.93061799999999995
FOXL2	P58012	8.75726E-2	NA	3.7930400000000003E-2
FOXP1	Q9H334	3.10514	+	4.4212499999999997
FOXRED1	Q96CU9	-2.8186900000000001	+	4.3795000000000002
FPGS	Q05932	-0.70691000000000004	+	1.07894
FPGT	O14772	-1.63598	+	2.4507099999999999
FRA10AC1	Q70Z53	0.95066700000000004	NA	0.54104200000000002
FRG1	Q14331	-7.9848299999999997E-2	NA	0.282026
FRK	P42685	1.0035400000000001	+	3.4920800000000001
FRMD8	Q9BZ67	1.55379	+	1.4472400000000001
FRMPD3	Q5JV73	0.65959699999999999	NA	0.168716
FRRS1	Q6ZNA5	-0.55338100000000001	+	3.4738600000000002
FRYL	O94915	0.92131799999999997	+	3.27034
FSCN1	Q16658	-7.4494400000000001	+	4.6926100000000002
FSIP2	Q5CZC0	-1.62029	NA	0.58479599999999998
FTH1	P02794	1.0383899999999999	+	4.0504899999999999
FTL	P02792	-3.5516899999999998	+	4.3081500000000004
FTO	Q9C0B1	1.04575	+	5.3641699999999997
FTSJ1	Q9UET6	-0.65105500000000005	NA	0.37456099999999998
FTSJ3	Q8IY81	0.32301099999999999	+	2.5685099999999998
FUBP1	Q96AE4	-0.252828	+	3.2440000000000002
FUBP3	Q96I24	-0.24940499999999999	+	2.0380500000000001
FUCA1	P04066	0.412354	+	1.8668800000000001
FUCA2	Q9BTY2	-0.99570499999999995	+	2.9542000000000002
FUNDC1	Q8IVP5	-0.37226799999999999	NA	0.24021400000000001
FUNDC2	Q9BWH2	0.20271800000000001	NA	0.83486800000000005
FURIN	P09958	-1.96147	+	1.81549
FUS	P35637	-0.45246500000000001	+	1.8930800000000001
FUT8	Q9BYC5	3.1609500000000001	+	6.4359500000000001
FXN	Q16595	0.80801500000000004	+	3.2554599999999998
FXR1	P51114	-0.105106	NA	2.41316
FXR2	P51116	0.39518399999999998	+	2.5830600000000001
FYCO1	Q9BQS8	-1.4978800000000001	+	2.9080300000000001
FYTTD1	Q96QD9	0.88700999999999997	+	3.0275400000000001
FZR1	Q9UM11	1.14489	+	2.4741499999999998
G3BP1	Q13283	8.8820899999999994E-2	NA	0.564747
G3BP2	Q9UN86	-0.47701100000000002	+	4.6426299999999996
G6PD	P11413	-1.74898	+	8.0643200000000004
GAA	P10253	3.08134	+	5.60649
GAB1	Q13480	0.91627800000000004	+	1.7644200000000001
GAB2	Q9UQC2	-1.9055599999999999	+	2.0252400000000002
GABARAP	O95166	0.25695400000000002	NA	0.35196300000000003
GABARAPL1	Q9H0R8	1.8818900000000001	+	2.2506599999999999
GABARAPL2	P60520	-0.60092999999999996	+	3.4237199999999999
GABPA	Q06546	0.15054699999999999	NA	1.1998599999999999
GABPB1	Q06547	-0.53514200000000001	NA	0.68714399999999998
GABPB2	Q8TAK5	1.22435	+	3.2536
GADD45GIP1	Q8TAE8	-2.7652199999999998	+	2.8820600000000001
GAK	O14976	-0.202543	+	2.1284900000000002
GALC	P54803	-3.13049	+	4.2804399999999996
GALE	Q14376	-3.04162	+	5.9608100000000004
GALK1	P51570	0.65928500000000001	+	5.6361800000000004
GALK2	Q01415	-0.80913500000000005	+	2.8652299999999999
GALM	Q96C23	-5.70608	+	5.3823600000000003
GALNT1	Q10472	1.05081	+	5.4080899999999996
GALNT10	Q86SR1	0	NA	NaN
GALNT12	Q8IXK2	-2.1859199999999999	+	3.2413400000000001
GALNT2	Q10471	-2.0293199999999998	+	6.4584299999999999
GALNT5	Q7Z7M9	-2.3904399999999999	+	3.4447800000000002
GALNT6	Q8NCL4	0.92527000000000004	+	2.39541
GALNT7	Q86SF2	7.5254000000000001E-2	NA	0.52537900000000004
GALT	P07902	-0.86733099999999996	+	2.0182199999999999
GAMT	Q14353	-3.9346899999999998	+	7.3386800000000001
GAN	Q9H2C0	-0.78713500000000003	+	1.5166999999999999
GANAB	Q14697	-1.0266299999999999	+	6.7707899999999999
GAPDH	P04406	0.88295299999999999	+	4.91873
GAPDHS	O14556	4.5922999999999998	+	3.0082499999999999
GAPVD1	Q14C86	-1.18804	+	7.5431999999999997
GAR1	Q9NY12	-0.35672700000000002	NA	0.71955899999999995
GART	P22102	-0.74034999999999995	+	5.57151
GATA1	P15976	-5.7643500000000003	+	5.4268400000000003
GATA2	P23769	1.39184	+	0.97994300000000001
GATAD2A	Q86YP4	-0.13313900000000001	NA	1.3859300000000001
GATAD2B	Q8WXI9	0.90972200000000003	+	5.2509899999999998
GATC	O43716	-0.91419899999999998	+	1.7750999999999999
GBA	A0A068F658	1.24187	+	4.4181100000000004
GBE1	Q04446	-2.31568	+	4.2239000000000004
GBF1	Q92538	1.0876999999999999	+	6.7093100000000003
GBP4	Q96PP9	-1.0139	NA	0.60787000000000002
GC	P02774	4.3020700000000002E-2	NA	4.8340300000000003E-2
GCAT	O75600	-5.8210199999999999	+	6.7057099999999998
GCC1	Q96CN9	-1.3954200000000001	+	3.88564
GCC2	Q8IWJ2	-0.55161400000000005	NA	0.51034299999999999
GCDH	Q92947	-1.3807100000000001	+	1.50336
GCFC2	P16383	-2.73475	+	2.6797300000000002
GCH1	P30793	2.5618099999999999	+	4.2139899999999999
GCHFR	P30047	-5.2569299999999997	+	5.5957299999999996
GCK	P35557	7.85236	+	7.5503799999999996
GCLC	P48506	1.67371	+	6.1400899999999998
GCLM	P48507	1.7278500000000001	+	6.8807600000000004
GCSH	P23434	0.33182600000000001	+	1.18405
GDA	Q9Y2T3	2.0691099999999998	+	4.9035900000000003
GDAP1	Q8TB36	2.4478300000000002	+	4.4907199999999996
GDAP2	Q9NXN4	-0.60232799999999997	+	4.4923999999999999
GDE1	Q9NZC3	0.95670100000000002	+	1.84352
GDI1	P31150	-0.98501099999999997	+	5.9862399999999996
GDI2	P50395	-0.40054899999999999	+	3.3810199999999999
GDPD1	Q8N9F7	-1.0820099999999999	+	1.4471400000000001
GDPGP1	Q6ZNW5	-0.40337099999999998	+	1.2728699999999999
GEMIN2	O14893	-0.39071800000000001	+	1.4764299999999999
GEMIN4	P57678	0.19568099999999999	+	2.8812199999999999
GEMIN5	Q8TEQ6	-0.44465900000000003	+	4.2013199999999999
GEMIN6	Q8WXD5	-3.35419	+	6.03315
GEMIN8	Q9NWZ8	-0.92657800000000001	+	2.3780399999999999
GEN1	Q17RS7	1.7351700000000001	+	2.1679400000000002
GET4	Q7L5D6	-0.204953	NA	1.08429
GFER	P55789	0.73031500000000005	+	0.95771899999999999
GFI1B	Q5VTD9	-1.0235399999999999	NA	0.48782599999999998
GFM1	Q96RP9	-0.83648299999999998	+	4.9680200000000001
GFM2	Q969S9	0.43890299999999999	+	1.1717599999999999
GFOD1	Q9NXC2	1.29379	+	1.3034600000000001
GFPT1	Q06210	-1.3043499999999999	+	7.87066
GGA1	Q9UJY5	-0.466306	+	1.42093
GGA2	Q9UJY4	0.29586400000000002	NA	0.854541
GGA3	Q9NZ52	-0.84667599999999998	+	3.44929
GGACT	Q9BVM4	-1.5823100000000001	+	2.0030000000000001
GGCT	O75223	-2.31175	+	3.4816099999999999
GGCX	P38435	-2.1644899999999998	+	3.3091300000000001
GGH	Q92820	-2.2092200000000002	+	0.83027099999999998
GGNBP2	Q9H3C7	-0.356238	+	0.99347200000000002
GGPS1	O95749	-2.5244499999999999	+	2.6951000000000001
GGT7	Q9UJ14	0.84696499999999997	+	3.6784300000000001
GHDC	Q8N2G8	-2.1219999999999999	+	4.4653
GHITM	Q9H3K2	-0.93618299999999999	+	4.1234500000000001
